BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
1.0,15.0,Residential,Ahmedabad,3.0,East,6.0,675.0,540.0,1.0,Unfurnished,Tenant-Occupied,A-Vatva,1.0,Common Parking
4.0,155.0,Residential,Ahmedabad,0.0,East,15.0,1215.0,1764.0,4.0,Semi-Furnished,Self-Occupied,A-Bapunagar,2.0,Reserved-Parking
2.0,45.0,Residential,Gandhinagar,1.0,East,1.0,1561.0,1310.0,2.0,Semi-Furnished,Empty,A-Gift City,3.0,Reserved-Basement
2.0,55.0,Residential,Ahmedabad,2.0,East,30.0,1080.0,810.0,2.0,Semi-Furnished,Empty,A-Jivrajpark,2.0,Common Parking
3.0,140.0,Residential,Ahmedabad,5.0,East,3.0,2034.0,1188.0,3.0,Semi-Furnished,Empty,A-Shilaj,2.0,Reserved-Basement
2.0,88.0,Residential,Ahmedabad,5.0,East,8.0,900.0,585.0,2.0,Semi-Furnished,Self-Occupied,A-New Maninagar ,2.0,Common Parking
2.0,70.0,Residential,Pune,6.0,East,10.0,1027.0,727.0,1.0,Semi-Furnished,Tenant-Occupied,P-Kondhwa,1.0,Reserved-Parking
3.0,83.0,Commercial,Ahmedabad,7.0,East,8.0,875.0,874.5,1.0,Full-Furnished,Empty,A-Satellite,2.0,Reserved-Parking
2.0,47.0,Residential,Ahmedabad,7.0,West,2.0,1215.0,1233.0,2.0,Full-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
3.0,85.0,Residential,Ahmedabad,0.0,East,30.0,1215.0,1125.0,2.0,Semi-Furnished,Self-Occupied,A-Ellisbridge,2.0,Common Parking
2.0,80.0,Residential,Ahmedabad,1.0,North-East,25.0,1260.0,1008.0,2.0,Semi-Furnished,Empty,A-Ambawadi,1.0,Common Parking
3.0,120.0,Residential,Ahmedabad,0.0,North,30.0,1593.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Corporate CTM,2.0,Reserved-Parking
3.0,38.0,Residential,Ahmedabad,1.0,West,25.0,990.0,756.0,1.0,Semi-Furnished,Self-Occupied,A-Isanpur,2.0,Reserved-Parking
1.0,60.0,Residential,Pune,1.0,East,5.0,694.0,694.0,2.0,Semi-Furnished,Tenant-Occupied,Pune-Thergaon,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,1.0,West,19.0,864.0,613.0,2.0,Semi-Furnished,Self-Occupied,A-Bopal,2.0,Common Parking
4.0,77.0,Residential,Ahmedabad,2.0,East,12.0,1215.0,1170.0,2.0,Unfurnished,Tenant-Occupied,A-Naroda,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,0.0,South,5.0,1557.0,874.5,3.0,Semi-Furnished,Self-Occupied,A-Kasindra,2.0,Reserved-Parking
2.0,450.0,Residential,Ahmedabad,1.0,East,42.0,3852.0,1170.0,2.0,Semi-Furnished,Empty,A-Maninagar,2.0,Reserved-Parking
3.0,85.0,Residential,Surat,1.0,East,6.0,1710.0,1161.0,3.0,Semi-Furnished,Empty,S-Althan,2.0,Reserved-Parking
4.0,151.0,Residential,Ahmedabad,3.0,North,11.0,1350.0,2259.0,5.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Reserved-Parking
5.0,350.0,Residential,Ahmedabad,0.0,North-West,50.0,2500.0,2253.0,2.0,Unfurnished,Self-Occupied,A-Paldi,2.0,Reserved-Parking
3.0,400.0,Residential,Ahmedabad,0.0,East,40.0,2250.0,1908.0,3.0,Unfurnished,Self-Occupied,A-Usmanpura,2.0,Common Parking
2.0,58.0,Residential,Ahmedabad,1.0,West,32.0,1080.0,918.0,2.0,Semi-Furnished,Tenant-Occupied,A-Satellite,1.0,Common Parking
2.0,85.0,Residential,Ahmedabad,0.0,East,12.0,1170.0,936.0,3.0,Semi-Furnished,Tenant-Occupied,A-Saraspur,2.0,Reserved-Parking
4.0,281.0,Residential,Ahmedabad,10.0,East,0.0,3744.0,2070.0,5.0,Unfurnished,Empty,A-Paldi,3.0,Reserved-Basement
3.0,130.0,Residential,Ahmedabad,10.0,East,0.5,3060.0,1683.0,3.0,Unfurnished,Empty,A-Nikol,2.0,Reserved-Basement
4.0,114.99999999999999,Residential,Ahmedabad,10.0,East,0.0,2825.0,1550.0,4.0,Unfurnished,Empty,A-Shela,3.0,Reserved-Basement
2.0,59.0,Residential,Ahmedabad,10.0,East,9.0,1305.0,900.0,2.0,Full-Furnished,Empty,A-Satellite,2.0,Reserved-Parking
3.0,160.0,Residential,Ahmedabad,10.0,North-East,25.0,2700.0,2160.0,3.0,Full-Furnished,Self-Occupied,A-Naranpura,2.0,Reserved-Parking
3.0,47.0,Commercial,Ahmedabad,10.0,North,7.0,583.0,874.5,1.0,Full-Furnished,Empty,A-Satellite,2.0,Reserved-Parking
3.0,99.0,Commercial,Ahmedabad,10.0,East,23.0,1010.0,858.0,1.0,Semi-Furnished,Self-Occupied,A-Ashram Road,4.0,Common-Basement
3.0,200.0,Residential,Ahmedabad,10.0,East,1.0,2520.0,2025.0,3.0,Full-Furnished,Self-Occupied,A-Motera,2.0,Reserved-Basement
3.0,99.0,Residential,Gandhinagar,10.0,East,0.0,2475.0,1440.0,3.0,Unfurnished,Empty,G-Sargasan,2.0,Reserved-Parking
3.0,36.0,Commercial,Ahmedabad,10.0,North,1.0,500.0,874.5,1.0,Full-Furnished,Empty,A-Satellite,1.0,Common-Basement
2.0,32.0,Residential,Ahmedabad,10.0,East,3.0,1044.0,684.0,2.0,Unfurnished,Empty,A-Nava Naroda,2.0,Common-Basement
3.0,185.0,Residential,Ahmedabad,1.0,East,1.0,2250.0,1458.0,3.0,Full-Furnished,Empty,A-Gota,2.0,Reserved-Parking
2.0,51.0,Residential,Ahmedabad,1.0,East,14.0,1467.0,874.5,2.0,Unfurnished,Empty,A-New Ranip,1.0,Common Parking
2.0,65.0,Residential,Gandhinagar,1.0,East,0.5,1368.0,747.0,2.0,Unfurnished,Empty,G-Sargasan,3.0,Common Parking
3.0,70.0,Residential,Ahmedabad,1.0,East,5.0,1539.0,936.0,2.0,Semi-Furnished,Empty,A-SG Highway,2.0,Reserved-Parking
3.0,45.0,Commercial,Ahmedabad,10.0,East,1.0,679.0,360.0,1.0,Unfurnished,Empty,A-SG Highway,4.0,Reserved-Basement
2.0,65.0,Residential,Ahmedabad,1.0,East,4.0,1278.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Shilaj,2.0,Reserved-Parking
2.0,57.0,Residential,Ahmedabad,1.0,East,8.0,1377.0,1080.0,2.0,Full-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
4.0,135.0,Residential,Ahmedabad,1.0,East,7.0,2848.0,2206.0,4.0,Semi-Furnished,Empty,A-Gota,2.0,Reserved-Parking
4.0,250.0,Residential,Ahmedabad,1.0,East,0.0,3520.0,2288.0,4.0,Unfurnished,Empty,A-Ambawadi,2.0,Reserved-Parking
3.0,95.0,Residential,Ahmedabad,1.0,East,9.0,1800.0,1170.0,3.0,Semi-Furnished,Tenant-Occupied,A-Gota,2.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,1.0,East,1.0,1575.0,1170.0,2.0,Semi-Furnished,Empty,A-Chandkheda,2.0,Reserved-Parking
2.0,58.0,Residential,Ahmedabad,1.0,East,25.0,990.0,846.0,2.0,Semi-Furnished,Empty,A-Jivrajpark,1.0,Common Parking
3.0,44.0,Commercial,Ahmedabad,1.0,East,11.0,558.0,446.0,1.0,Full-Furnished,Empty,A-Satellite,3.0,Common-Basement
3.0,120.0,Residential,Ahmedabad,1.0,East,1.0,1598.0,1038.0,3.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,114.99999999999999,Residential,Ahmedabad,1.0,East,2.0,1710.0,1080.0,3.0,Full-Furnished,Empty,A-Nava Vadaj,2.0,Common Parking
2.0,40.0,Residential,Ahmedabad,1.0,North-East,10.0,1080.0,756.0,2.0,Full-Furnished,Self-Occupied,A-nana Childoa,1.0,Common Parking
3.0,80.0,Residential,Gandhinagar,1.0,West,10.0,1620.0,1404.0,3.0,Semi-Furnished,Self-Occupied,G-Kudasan,2.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,1.0,East,12.0,1125.0,706.0,2.0,Unfurnished,Empty,A-Naroda,1.0,Reserved-Parking
3.0,60.0,Residential,Ahmedabad,1.0,West,3.0,1521.0,747.0,2.0,Semi-Furnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
3.0,143.0,Residential,Pune,1.0,East,18.0,1350.0,1200.0,3.0,Unfurnished,Empty,P-Wakad,1.0,Reserved-Parking
3.0,97.0,Residential,Ahmedabad,1.0,North-East,1.0,1620.0,954.0,3.0,Unfurnished,Empty,A-Maninagar,2.0,Reserved-Basement
3.0,140.0,Residential,Ahmedabad,1.0,West,14.0,1800.0,1440.0,3.0,Semi-Furnished,Self-Occupied,A-Science City,1.0,Common Parking
3.0,45.5,Commercial,Ahmedabad,1.0,North,15.0,558.0,446.0,1.0,Full-Furnished,Tenant-Occupied,A-Satellite,4.0,Reserved-Parking
3.0,97.0,Residential,Ahmedabad,1.0,East,1.0,1395.0,864.0,3.0,Unfurnished,Empty,A-Shela,2.0,Reserved-Parking
2.0,67.0,Residential,Ahmedabad,1.0,West,10.0,1260.0,945.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Reserved-Parking
3.0,72.0,Residential,Ahmedabad,1.0,East,1.0,1580.0,1027.0,2.0,Unfurnished,Empty,A-Bopal,1.0,Reserved-Parking
1.0,19.0,Residential,Ahmedabad,1.0,North-East,25.0,675.0,585.0,1.0,Semi-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
3.0,92.0,Residential,Ahmedabad,1.0,North,27.0,2250.0,2025.0,3.0,Full-Furnished,Self-Occupied,A-Memnagar,2.0,Common Parking
3.0,100.0,Commercial,Ahmedabad,1.0,North-East,0.5,775.0,427.0,1.0,Unfurnished,Empty,A-Vinzol,5.0,Common-Basement
2.0,65.0,Residential,Ahmedabad,1.0,North,2.0,1350.0,873.0,2.0,Unfurnished,Empty,A-Bopal,2.0,Reserved-Basement
4.0,200.0,Residential,Ahmedabad,1.0,East,12.0,2800.0,2240.0,4.0,Semi-Furnished,Tenant-Occupied,A-Satellite,1.0,Reserved-Parking
3.0,204.99999999999997,Commercial,Ahmedabad,0.0,East,2.0,940.0,611.0,1.0,Unfurnished,Empty,A-Bopal,2.0,Reserved-Basement
2.0,60.0,Residential,Ahmedabad,1.0,North-East,6.0,1170.0,756.0,2.0,Full-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
2.0,65.0,Residential,Ahmedabad,1.0,East,2.0,1350.0,873.0,2.0,Unfurnished,Empty,A-Bopal,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,3.0,East,28.0,1350.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Paldi,1.0,Common Parking
4.0,635.0,Residential,Ahmedabad,2.0,North,47.0,1215.0,1899.0,3.0,Semi-Furnished,Empty,A-Ambawadi,2.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,2.0,North,10.0,1080.0,891.0,1.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Common Parking
3.0,1.25,Commercial,Gandhinagar,0.0,East,1.0,1215.0,1320.0,1.0,Unfurnished,Empty,G-Kudasan,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,11.0,North,0.5,1890.0,1116.0,3.0,Unfurnished,Empty,A-Vaishnodevi,1.0,Reserved-Parking
4.0,155.0,Residential,Ahmedabad,11.0,East,0.5,2700.0,1566.0,4.0,Unfurnished,Empty,A-Chanakyapuri Ghatlodia,2.0,Reserved-Parking
3.0,171.0,Residential,Ahmedabad,11.0,West,10.0,2285.0,1485.0,3.0,Semi-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
3.0,225.0,Commercial,Ahmedabad,11.0,East,2.0,2580.0,874.5,1.0,Semi-Furnished,Empty,A-Bodakdev,2.0,Reserved-Basement
3.0,46.0,Commercial,Ahmedabad,11.0,North-East,2.0,780.0,507.0,1.0,Unfurnished,Empty,A-SG Highway,4.0,Reserved-Basement
3.0,175.0,Commercial,Ahmedabad,1.0,East,0.5,1211.0,787.0,1.0,Full-Furnished,Tenant-Occupied,A-Memnagar,4.0,Common Parking
3.0,25.0,Commercial,Ahmedabad,11.0,East,0.5,680.0,874.5,1.0,Unfurnished,Self-Occupied,A-SG Highway,8.0,Reserved-Basement
3.0,15.0,Commercial,Ahmedabad,2.0,East,50.0,350.0,250.0,1.0,Full-Furnished,Empty,A-Shahpur,2.0,Common Parking
4.0,500.0,Residential,Ahmedabad,2.0,North,5.0,2934.0,3240.0,5.0,Full-Furnished,Tenant-Occupied,A-Bhadaj,2.0,Reserved-Parking
2.0,110.00000000000001,Residential,Pune,12.0,East,2.0,1058.0,745.0,2.0,Semi-Furnished,Self-Occupied,P-Wakad,2.0,Reserved-Parking
2.0,117.0,Residential,Pune,12.0,East,1.0,1050.0,780.0,2.0,Semi-Furnished,Empty,P-Baner,2.0,Reserved-Parking
4.0,175.0,Residential,Ahmedabad,12.0,East,0.0,3789.0,2079.0,4.0,Unfurnished,Self-Occupied,G-Koba,2.0,Common Parking
1.0,40.0,Residential,Pune,12.0,North,5.0,634.0,510.0,1.0,Unfurnished,Tenant-Occupied,P-Undri,6.0,Reserved-Parking
3.0,28.5,Commercial,Ahmedabad,12.0,South,10.0,500.0,373.0,1.0,Unfurnished,Empty,A-Satellite,2.0,Common Parking
3.0,11.0,Commercial,Surat,1.0,North,4.0,126.0,81.0,0.0,Unfurnished,Empty,B-Sayajigunj,2.0,Common Parking
1.0,42.0,Residential,Ahmedabad,4.0,East,25.0,675.0,567.0,1.0,Full-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
3.0,65.0,Residential,Ahmedabad,0.0,East,3.0,1215.0,1440.0,2.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Reserved-Parking
3.0,104.0,Residential,Ahmedabad,13.0,East,0.0,1755.0,990.0,3.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Parking
3.0,114.99999999999999,Residential,Ahmedabad,13.0,East,1.0,1548.0,927.0,3.0,Semi-Furnished,Empty,A-Vaishnodevi,2.0,Reserved-Basement
3.0,165.0,Residential,Pune,13.0,East,3.0,1600.0,1360.0,4.0,Semi-Furnished,Self-Occupied,P-Hinjewadi,2.0,Common Parking
3.0,85.0,Residential,Ahmedabad,13.0,North,0.5,1890.0,1116.0,3.0,Unfurnished,Empty,A-Vaishnodevi,2.0,Reserved-Parking
2.0,57.0,Residential,Ahmedabad,13.0,East,6.0,864.0,702.0,2.0,Semi-Furnished,Tenant-Occupied,A-Naranpura,3.0,Common Parking
2.0,30.0,Residential,Ahmedabad,13.0,East,6.0,1080.0,783.0,2.0,Unfurnished,Self-Occupied,A-narol,4.0,Common Parking
3.0,296.0,Residential,Ahmedabad,2.0,East,32.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-South Bopal,2.0,Common Parking
2.0,70.0,Residential,Ahmedabad,0.0,West,35.0,1215.0,720.0,1.0,Unfurnished,Self-Occupied,A-Bapunagar,2.0,Reserved-Parking
2.0,48.0,Residential,Ahmedabad,1.0,East,40.0,1125.0,765.0,1.0,Unfurnished,Empty,A-Jivrajpark,2.0,Common Parking
2.0,65.0,Residential,Ahmedabad,3.0,East,24.0,900.0,711.0,2.0,Semi-Furnished,Self-Occupied,A-Nava Vadaj,1.0,Common Parking
3.0,85.0,Residential,Ahmedabad,14.0,North,0.5,1890.0,1116.0,3.0,Unfurnished,Empty,A-Vaishnodevi,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,14.0,East,1.0,1512.0,933.0,3.0,Unfurnished,Self-Occupied,A-Vaishnodevi,2.0,Reserved-Parking
3.0,98.0,Residential,Ahmedabad,14.0,East,4.0,1602.0,1035.0,3.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,110.00000000000001,Residential,Ahmedabad,14.0,East,0.0,2961.0,1890.0,3.0,Unfurnished,Empty,A-Sanand,2.0,Reserved-Basement
3.0,78.0,Residential,Ahmedabad,14.0,East,0.5,1800.0,1080.0,3.0,Semi-Furnished,Self-Occupied,A-Zundal,2.0,Reserved-Parking
3.0,75.0,Residential,Ahmedabad,14.0,East,1.0,1700.0,935.0,3.0,Semi-Furnished,Empty,A-South Bopal,2.0,Reserved-Basement
3.0,110.00000000000001,Residential,Ahmedabad,4.0,East,25.0,1485.0,1260.0,3.0,Semi-Furnished,Self-Occupied,A-Paldi,1.0,Common Parking
3.0,48.0,Commercial,Ahmedabad,1.0,South-East,4.0,620.0,403.0,1.0,Unfurnished,Empty,A-Bopal,4.0,Common Parking
3.0,56.0,Commercial,Ahmedabad,0.0,South,8.0,497.0,237.0,1.0,Unfurnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,350.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,2547.0,1.0,Unfurnished,Empty,A-Shahibaug,2.0,Common Parking
3.0,21.0,Commercial,Ahmedabad,3.0,East,20.0,1350.0,1080.0,2.0,Full-Furnished,Tenant-Occupied,A-Sola,1.0,Common Parking
3.0,90.0,Residential,Ahmedabad,4.0,East,29.0,1215.0,1215.0,3.0,Full-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
4.0,250.0,Residential,Ahmedabad,16.0,East,0.0,3843.0,2493.0,4.0,Unfurnished,Empty,A-Sola,6.0,Reserved-Basement
1.0,17.0,Residential,Ahmedabad,4.0,East,22.0,720.0,585.0,1.0,Unfurnished,Tenant-Occupied,A-Hathkeshwar,2.0,Common Parking
1.0,90.0,Residential,Ahmedabad,0.0,East,10.0,765.0,495.0,1.0,Semi-Furnished,Self-Occupied,A-Naroda,2.0,Reserved-Parking
2.0,135.0,Residential,Gandhinagar,2.0,East,0.5,1314.0,729.0,2.0,Full-Furnished,Tenant-Occupied,A-Gift City,3.0,Reserved-Basement
3.0,85.0,Residential,Ahmedabad,0.0,West,20.0,1215.0,1125.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,0.0,Reserved-Parking
4.0,350.0,Residential,Ahmedabad,0.0,East,25.0,2250.0,1845.0,5.0,Semi-Furnished,Self-Occupied,A-Vastrapur,2.0,Reserved-Parking
5.0,350.0,Residential,Ahmedabad,3.0,East,50.0,2736.0,3960.0,5.0,Semi-Furnished,Self-Occupied,A-kankaria,2.0,Reserved-Parking
5.0,500.0,Residential,Ahmedabad,0.0,East,15.0,3600.0,874.5,5.0,Unfurnished,Empty,A-Thaltej,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,1.0,East,50.0,1350.0,1125.0,3.0,Semi-Furnished,Tenant-Occupied,A-Ambawadi,2.0,Reserved-Parking
5.0,107.0,Residential,Ahmedabad,1.0,East,19.0,2700.0,1215.0,3.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Reserved-Parking
3.0,65.62,Residential,Ahmedabad,2.0,East,1.0,1575.0,1017.0,3.0,Full-Furnished,Empty,A-Gota,1.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,2.0,East,10.0,1674.0,1260.0,3.0,Semi-Furnished,Self-Occupied,A-Isanpur,1.0,Common-Basement
1.0,44.0,Residential,Ahmedabad,2.0,North-East,0.5,775.0,430.0,2.0,Semi-Furnished,Tenant-Occupied,A-South Bopal,2.0,Common-Basement
2.0,51.0,Residential,Ahmedabad,2.0,South,6.0,1080.0,639.0,2.0,Full-Furnished,Self-Occupied,A-Nikol,1.0,Common-Basement
2.0,55.0,Residential,Ahmedabad,2.0,East,10.0,1125.0,819.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,1.0,Common Parking
3.0,55.0,Residential,Ahmedabad,2.0,East,0.5,1584.0,1035.0,3.0,Unfurnished,Empty,A-Vastral,2.0,Common Parking
3.0,73.0,Residential,Ahmedabad,2.0,East,10.0,1467.0,945.0,3.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Reserved-Parking
2.0,36.0,Residential,Ahmedabad,2.0,East,0.5,1242.0,612.0,2.0,Semi-Furnished,Self-Occupied,A-New Maninagar ,2.0,Common Parking
3.0,72.0,Residential,Ahmedabad,2.0,East,3.0,1440.0,870.0,3.0,Unfurnished,Empty,A-Vaishnodevi,2.0,Common Parking
3.0,75.0,Residential,Ahmedabad,2.0,East,1.0,1935.0,1062.0,3.0,Unfurnished,Self-Occupied,A-Zundal,2.0,Common Parking
3.0,130.0,Residential,Ahmedabad,2.0,East,6.0,1998.0,1350.0,3.0,Full-Furnished,Self-Occupied,A-Chandkheda,1.0,Reserved-Basement
3.0,70.0,Residential,Ahmedabad,2.0,East,18.0,1440.0,1260.0,3.0,Full-Furnished,Self-Occupied,A-Vejalpur,1.0,Reserved-Parking
3.0,80.5,Residential,Ahmedabad,2.0,North,0.0,1764.0,1143.0,3.0,Unfurnished,Empty,A-Vaishnodevi,2.0,Reserved-Basement
2.0,55.0,Residential,Ahmedabad,2.0,North,7.0,1188.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
3.0,100.0,Residential,Ahmedabad,2.0,East,1.0,1656.0,909.0,3.0,Unfurnished,Empty,A-Ghatlodia,1.0,Reserved-Parking
3.0,115.99999999999999,Residential,Ahmedabad,2.0,East,0.0,2610.0,1692.0,3.0,Unfurnished,Empty,A-SG Highway,2.0,Reserved-Parking
2.0,53.0,Residential,Ahmedabad,2.0,East,9.0,1269.0,927.0,1.0,Semi-Furnished,Empty,A-Chandkheda,1.0,Reserved-Parking
3.0,72.0,,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,98.0,Residential,Ahmedabad,2.0,East,2.0,2200.0,1800.0,3.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Basement-Parking
3.0,95.0,Residential,Ahmedabad,2.0,East,15.0,1890.0,1512.0,3.0,Semi-Furnished,Empty,A-Bopal,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,2.0,East,30.0,900.0,720.0,2.0,Semi-Furnished,Empty,A-Maninagar,1.0,Common Parking
3.0,110.00000000000001,Residential,Ahmedabad,2.0,East,1.0,1737.0,999.0,3.0,Full-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,71.0,Residential,Ahmedabad,2.0,East,10.0,1593.0,1089.0,2.0,Semi-Furnished,Empty,A-New Ranip,1.0,Common Parking
3.0,75.0,Residential,Ahmedabad,2.0,East,3.0,1317.0,790.0,3.0,Full-Furnished,Tenant-Occupied,A-Corporate CTM,1.0,Reserved-Parking
3.0,65.0,Residential,Ahmedabad,2.0,East,10.0,1395.0,900.0,2.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,1.0,Reserved-Parking
3.0,80.0,Residential,Ahmedabad,2.0,East,4.0,1575.0,945.0,3.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Basement
2.0,40.0,Residential,Ahmedabad,2.0,North-East,8.0,1000.0,650.0,2.0,Semi-Furnished,Self-Occupied,A-Sarkhej,1.0,Common Parking
2.0,60.0,Residential,Ahmedabad,2.0,East,6.0,1242.0,810.0,2.0,Full-Furnished,Tenant-Occupied,G-Sargasan,1.0,Reserved-Parking
3.0,52.0,Residential,Ahmedabad,2.0,South-East,12.0,1440.0,936.0,3.0,Full-Furnished,Self-Occupied,A-New Maninagar ,1.0,Common Parking
4.0,105.0,Commercial,Ahmedabad,2.0,West,2.0,709.0,874.5,1.0,Semi-Furnished,Self-Occupied,A-Gota,4.0,Reserved-Basement
3.0,54.0,Commercial,Ahmedabad,2.0,South,0.5,770.0,500.0,1.0,Unfurnished,Empty,A-Bopal,2.0,Reserved-Basement
3.0,38.0,Commercial,Ahmedabad,2.0,North,3.0,475.0,308.0,1.0,Semi-Furnished,Empty,A-South Bopal,2.0,Common Parking
3.0,50.0,Residential,Ahmedabad,0.0,East,30.0,1215.0,874.5,4.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Common Parking
5.0,400.0,Residential,Ahmedabad,2.0,East,40.0,5850.0,1800.0,4.0,Unfurnished,Self-Occupied,A-Ghatlodia,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,2.0,North,30.0,900.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Satellite,1.0,Common Parking
2.0,54.0,Residential,Ahmedabad,2.0,East,20.0,1035.0,774.0,2.0,Semi-Furnished,Self-Occupied,A-Bopal,1.0,Common Parking
2.0,35.0,Residential,Ahmedabad,4.0,North,24.0,1170.0,855.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
4.0,150.0,Residential,Vadodara,0.0,North,5.0,1215.0,2250.0,4.0,Semi-Furnished,Self-Occupied,B-Sevasi,2.0,Reserved-Parking
3.0,70.0,Residential,Ahmedabad,5.0,East,13.0,1602.0,1035.0,3.0,Full-Furnished,Tenant-Occupied,A-New Ranip,1.0,Reserved-Parking
3.0,250.0,Residential,Ahmedabad,0.0,East,10.0,1890.0,1890.0,3.0,Semi-Furnished,Tenant-Occupied,A-Shela,2.0,Reserved-Parking
3.0,70.0,Residential,Ahmedabad,0.0,East,3.0,1800.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Sanand,2.0,Reserved-Parking
3.0,204.99999999999997,Residential,Ahmedabad,10.0,East,1.0,1678.0,1200.0,3.0,Unfurnished,Empty,P-Balewadi,2.0,Reserved-Parking
1.0,27.0,Residential,Ahmedabad,1.0,North-East,18.0,558.0,874.5,1.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Common Parking
2.0,73.5,Residential,Pune,3.0,East,2.0,980.0,637.0,2.0,Semi-Furnished,Empty,P-Lohegaon,2.0,Reserved-Parking
5.0,390.0,Residential,Ahmedabad,2.0,West,50.0,3375.0,2520.0,6.0,Semi-Furnished,Self-Occupied,A-Naranpura,2.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,5.0,East,20.0,810.0,675.0,2.0,Semi-Furnished,Self-Occupied,A-Jivrajpark,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,2.0,North,30.0,1035.0,891.0,1.0,Semi-Furnished,Self-Occupied,A-Isanpur,2.0,Common Parking
5.0,350.0,Residential,Ahmedabad,0.0,East,50.0,1800.0,874.5,4.0,Full-Furnished,Empty,A-Maninagar East,2.0,Reserved-Parking
4.0,120.0,Residential,Ahmedabad,0.0,East,8.0,1215.0,1800.0,4.0,Semi-Furnished,Empty,A-Ranip,2.0,Common Parking
3.0,80.0,Commercial,Ahmedabad,3.0,North,15.0,720.0,576.0,1.0,Unfurnished,Empty,A-Navrangpura,1.0,Reserved-Basement
3.0,134.0,Residential,Ahmedabad,3.0,East,15.0,1935.0,1350.0,3.0,Semi-Furnished,Self-Occupied,A-Paldi,1.0,Reserved-Parking
3.0,72.0,,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,63.0,Residential,Ahmedabad,3.0,East,5.0,1530.0,1080.0,3.0,Semi-Furnished,Tenant-Occupied,A-Bopal,1.0,Reserved-Parking
2.0,49.0,Residential,Ahmedabad,3.0,East,4.0,1098.0,675.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Common Parking
3.0,100.0,Residential,Ahmedabad,3.0,East,8.0,1512.0,990.0,3.0,Unfurnished,Empty,A-Gota,1.0,Common Parking
