expired_tag,rejection_reasons
q-1001-parishkar-2--khokhra--dec24_1743,"Distance 7.45 km (A-Vasna to A-Khokhra) > 6.0 km; Distance 11.76 km (A-Ghatlodia to A-Khokhra) > 6.0 km; Price 65.0 outside [72.00, 168.00]; Price 65.0 outside [373.80, 872.20]; Distance 11.83 km (A-New Ranip to A-Khokhra) > 6.0 km; Distance 11.57 km (A-Motera to A-Khokhra) > 6.0 km; Price 65.0 outside [240.00, 560.00]; Distance 9.36 km (A-Nava Naroda to A-Khokhra) > 6.0 km; Price 65.0 outside [198.00, 462.00]; Price 65.0 outside [114.00, 266.00]; Distance 16.49 km (A-Shilaj to A-Khokhra) > 6.0 km; Price 65.0 outside [106.80, 249.20]; Distance 16.30 km (A-Bopal to A-Khokhra) > 6.0 km; Price 65.0 outside [147.00, 343.00]; Price 65.0 outside [135.00, 315.00]; Price 65.0 outside [237.00, 553.00]; Distance 15.51 km (A-South Bopal to A-Khokhra) > 6.0 km; Price 65.0 outside [195.00, 455.00]; Distance 9.02 km (A-Naranpura to A-Khokhra) > 6.0 km; Distance 13.39 km (A-Thaltej to A-Khokhra) > 6.0 km; Distance 10.81 km (A-Satellite to A-Khokhra) > 6.0 km; Price 65.0 outside [105.00, 245.00]; Price 65.0 outside [111.00, 259.00]; Price 65.0 outside [300.00, 700.00]; Distance 8.22 km (A-Naroda to A-Khokhra) > 6.0 km"
a-8-satyavadi-society-usmanpura-dec24_846,"Distance 7.25 km (A-Motera to A-Usmanpura) > 6.0 km; Price 600.0 outside [174.00, 406.00]; Price 600.0 outside [210.00, 490.00]; Distance 8.84 km (A-Naroda to A-Usmanpura) > 6.0 km; Distance 7.06 km (A-Chandkheda to A-Usmanpura) > 6.0 km; Price 600.0 outside [147.00, 343.00]; Price 600.0 outside [111.00, 259.00]; Price 600.0 outside [102.00, 238.00]; Price 600.0 outside [237.00, 553.00]; Price 600.0 outside [198.00, 462.00]; Price 600.0 outside [195.00, 455.00]; Price 600.0 outside [135.00, 315.00]; Distance 20.69 km (A-Sanand to A-Usmanpura) > 6.0 km; Distance 6.71 km (A-Maninagar to A-Usmanpura) > 6.0 km; Price 600.0 outside [108.00, 252.00]; Price 600.0 outside [78.00, 182.00]; Distance 10.80 km (A-Nava Naroda to A-Usmanpura) > 6.0 km; Distance 7.31 km (A-Thaltej to A-Usmanpura) > 6.0 km; Price 600.0 outside [114.00, 266.00]; Distance 7.77 km (A-Maninagar East to A-Usmanpura) > 6.0 km; Price 600.0 outside [240.00, 560.00]"
17-nirmit-residency-motera-jan25_144,"Distance 9.53 km (A-Science City to A-Motera) > 6.0 km; Distance 8.16 km (A-Nava Naroda to A-Motera) > 6.0 km; Price 320.0 outside [58.20, 135.80]; Distance 18.76 km (A-Shela to A-Motera) > 6.0 km; Distance 11.19 km (A-Paldi to A-Motera) > 6.0 km; Distance 19.48 km (A-Hathijan to A-Motera) > 6.0 km; Price 320.0 outside [57.00, 133.00]; Price 320.0 outside [105.00, 245.00]; Distance 14.45 km (A-Ghodasar to A-Motera) > 6.0 km; Price 320.0 outside [81.00, 189.00]; Price 320.0 outside [114.00, 266.00]; Distance 16.32 km (A-Bopal to A-Motera) > 6.0 km; Distance 515.30 km (P-Rahatani to A-Motera) > 6.0 km; Distance 12.65 km (A-Vasna to A-Motera) > 6.0 km; Price 320.0 outside [48.00, 112.00]; Price 320.0 outside [111.00, 259.00]; Price 320.0 outside [89.40, 208.60]; Distance 12.04 km (A-Satellite to A-Motera) > 6.0 km; Price 320.0 outside [99.00, 231.00]; Distance 12.16 km (A-Amraiwadi to A-Motera) > 6.0 km; Distance 12.20 km (A-Maninagar to A-Motera) > 6.0 km; Distance 9.19 km (A-Nikol to A-Motera) > 6.0 km; Distance 13.81 km (A-Vaishnodevi to A-Motera) > 6.0 km; Price 320.0 outside [39.60, 92.40]; Price 320.0 outside [46.20, 107.80]; Distance 7.65 km (A-Ghatlodia to A-Motera) > 6.0 km; Distance 7.90 km (A-Bapunagar to A-Motera) > 6.0 km; Distance 6.28 km (A-Chandlodia to A-Motera) > 6.0 km; Distance 520.07 km (P-Lohegaon to A-Motera) > 6.0 km; Price 320.0 outside [375.00, 875.00]; Distance 8.00 km (A-Naranpura to A-Motera) > 6.0 km; Price 320.0 outside [130.80, 305.20]; Price 320.0 outside [373.80, 872.20]; Price 320.0 outside [39.00, 91.00]; Distance 17.49 km (A-Ghuma to A-Motera) > 6.0 km; Distance 10.96 km (A-kankaria to A-Motera) > 6.0 km; Price 320.0 outside [102.00, 238.00]; Price 320.0 outside [93.00, 217.00]; Price 320.0 outside [22.20, 51.80]"
50-new-rajhans-ranip-april25_420,"Price 65.0 outside [118.80, 277.20]; Distance 12.38 km (A-Ghodasar to A-Ranip) > 6.0 km; Price 65.0 outside [72.00, 168.00]; Price 65.0 outside [90.60, 211.40]; Price 65.0 outside [240.00, 560.00]; Distance 7.38 km (A-Ambawadi to A-Ranip) > 6.0 km; Distance 212.76 km (S-Athawa Lines to A-Ranip) > 6.0 km; Distance 10.37 km (A-Vejalpur to A-Ranip) > 6.0 km; Distance 513.18 km (P-Wakad to A-Ranip) > 6.0 km; Distance 8.65 km (A-Thaltej to A-Ranip) > 6.0 km; Price 65.0 outside [168.00, 392.00]; Distance 13.36 km (A-Vatva to A-Ranip) > 6.0 km; Price 65.0 outside [78.00, 182.00]; Distance 11.15 km (A-Odhav to A-Ranip) > 6.0 km; Price 65.0 outside [201.00, 469.00]; Price 65.0 outside [90.00, 210.00]; Distance 7.89 km (A-Paldi to A-Ranip) > 6.0 km; Price 65.0 outside [132.00, 308.00]; Price 65.0 outside [153.00, 357.00]; Price 65.0 outside [69.00, 161.00]; Price 65.0 outside [120.00, 280.00]"
b-3-amulakh-socity-ranip-dec24_1008,"Distance 8.02 km (A-Ambawadi to A-New Ranip) > 6.0 km; Distance 9.10 km (A-Paldi to A-New Ranip) > 6.0 km; Distance 214.29 km (S-Athawa Lines to A-New Ranip) > 6.0 km; Price 211.0 outside [78.00, 182.00]; Distance 15.23 km (A-Vatva to A-New Ranip) > 6.0 km; Distance 13.39 km (A-Odhav to A-New Ranip) > 6.0 km; Price 211.0 outside [51.00, 119.00]; Distance 14.28 km (A-Ghodasar to A-New Ranip) > 6.0 km; Distance 514.92 km (P-Wakad to A-New Ranip) > 6.0 km; Price 211.0 outside [72.00, 168.00]; Price 211.0 outside [69.00, 161.00]; Price 211.0 outside [40.80, 95.20]; Price 211.0 outside [240.00, 560.00]; Distance 10.61 km (A-Vejalpur to A-New Ranip) > 6.0 km; Price 211.0 outside [90.00, 210.00]"
p-11-maneknagar-co-opp-society-sector-7b-nirnyanagar-may25_1719,"Distance 10.49 km (A-Naroda to A-Nirnaynagar) > 6.0 km; Distance 11.63 km (A-Amraiwadi to A-Nirnaynagar) > 6.0 km; Price 46.0 outside [84.00, 196.00]; Price 46.0 outside [48.00, 112.00]; Price 46.0 outside [81.00, 189.00]; Price 46.0 outside [120.00, 280.00]; Price 46.0 outside [69.00, 161.00]; Distance 7.93 km (A-Vejalpur to A-Nirnaynagar) > 6.0 km; Price 46.0 outside [72.00, 168.00]; Price 46.0 outside [168.00, 392.00]"
c-203-deepmala-bunglows-ghodasar-nov24_1246,"Distance 200.68 km (S-Athawa Lines to A-Ghodasar) > 6.0 km; Price 78.0 outside [153.00, 357.00]; Price 78.0 outside [201.00, 469.00]; Distance 15.59 km (A-Sola to A-Ghodasar) > 6.0 km; Distance 6.67 km (A-Paldi to A-Ghodasar) > 6.0 km; Distance 15.84 km (A-South Bopal to A-Ghodasar) > 6.0 km; Distance 13.74 km (A-Ghatlodia to A-Ghodasar) > 6.0 km; Distance 7.60 km (A-Odhav to A-Ghodasar) > 6.0 km; Price 78.0 outside [96.00, 224.00]; Distance 14.28 km (A-New Ranip to A-Ghodasar) > 6.0 km; Price 78.0 outside [33.00, 77.00]; Price 78.0 outside [90.00, 210.00]; Distance 9.19 km (A-Usmanpura to A-Ghodasar) > 6.0 km; Price 78.0 outside [120.00, 280.00]; Distance 14.54 km (A-Thaltej to A-Ghodasar) > 6.0 km; Distance 9.18 km (A-Shahibaug to A-Ghodasar) > 6.0 km; Distance 9.99 km (A-Nikol to A-Ghodasar) > 6.0 km; Distance 10.70 km (A-Vejalpur to A-Ghodasar) > 6.0 km; Price 78.0 outside [126.60, 295.40]; Distance 13.89 km (A-Chandlodia to A-Ghodasar) > 6.0 km; Price 78.0 outside [186.60, 435.40]; Distance 500.84 km (P-Wakad to A-Ghodasar) > 6.0 km; Distance 9.07 km (A-Ambawadi to A-Ghodasar) > 6.0 km; Distance 12.38 km (A-Ranip to A-Ghodasar) > 6.0 km; Price 78.0 outside [168.00, 392.00]; Price 78.0 outside [132.00, 308.00]; Price 78.0 outside [84.00, 196.00]"
c-93-mrudul-park-part-3-ghatlodia-dec24_1342,"Price 65.0 outside [78.00, 182.00]; Distance 7.89 km (A-Vejalpur to A-Ghatlodia) > 6.0 km; Price 65.0 outside [81.00, 189.00]; Distance 14.59 km (A-Vatva to A-Ghatlodia) > 6.0 km; Distance 13.19 km (A-Amraiwadi to A-Ghatlodia) > 6.0 km; Distance 12.09 km (A-Naroda to A-Ghatlodia) > 6.0 km; Distance 6.54 km (A-Shahibaug to A-Ghatlodia) > 6.0 km; Price 65.0 outside [84.00, 196.00]; Price 65.0 outside [72.00, 168.00]; Distance 6.33 km (A-Shahpur to A-Ghatlodia) > 6.0 km; Distance 14.55 km (A-Odhav to A-Ghatlodia) > 6.0 km; Price 65.0 outside [168.00, 392.00]; Price 65.0 outside [69.00, 161.00]; Price 65.0 outside [120.00, 280.00]"
b-3-raj-shilp-apartment-manekbaug-march25_1011,"Distance 206.71 km (S-Athawa Lines to A-Ambawadi) > 6.0 km; Price 70.0 outside [84.00, 196.00]; Distance 7.38 km (A-Ranip to A-Ambawadi) > 6.0 km; Price 70.0 outside [120.00, 280.00]; Distance 8.02 km (A-New Ranip to A-Ambawadi) > 6.0 km; Price 70.0 outside [78.00, 182.00]; Distance 9.72 km (A-Vatva to A-Ambawadi) > 6.0 km; Distance 6.75 km (A-Chandlodia to A-Ambawadi) > 6.0 km; Distance 12.69 km (A-Odhav to A-Ambawadi) > 6.0 km; Price 70.0 outside [153.00, 357.00]; Distance 507.73 km (P-Wakad to A-Ambawadi) > 6.0 km; Price 70.0 outside [126.60, 295.40]; Price 70.0 outside [132.00, 308.00]; Distance 9.79 km (A-Amraiwadi to A-Ambawadi) > 6.0 km; Price 70.0 outside [168.00, 392.00]; Distance 13.35 km (A-Nikol to A-Ambawadi) > 6.0 km; Price 70.0 outside [72.00, 168.00]; Price 70.0 outside [90.60, 211.40]; Price 70.0 outside [186.60, 435.40]; Distance 6.61 km (A-Shahibaug to A-Ambawadi) > 6.0 km; Price 70.0 outside [81.00, 189.00]; Distance 7.61 km (A-South Bopal to A-Ambawadi) > 6.0 km; Price 70.0 outside [118.80, 277.20]; Price 70.0 outside [90.00, 210.00]"
b-11-urvi-society-naroda-march25_923,"Distance 11.09 km (A-Chandlodia to A-Naroda) > 6.0 km; Price 153.0 outside [330.00, 770.00]; Distance 509.98 km (P-Wakad to A-Naroda) > 6.0 km; Distance 12.00 km (A-Vatva to A-Naroda) > 6.0 km; Distance 7.98 km (A-Ranip to A-Naroda) > 6.0 km; Price 153.0 outside [40.80, 95.20]; Distance 210.67 km (S-Athawa Lines to A-Naroda) > 6.0 km; Distance 12.43 km (A-Ambawadi to A-Naroda) > 6.0 km; Price 153.0 outside [240.00, 560.00]; Price 153.0 outside [51.00, 119.00]; Price 153.0 outside [168.00, 392.00]; Distance 11.06 km (A-Ghodasar to A-Naroda) > 6.0 km; Price 153.0 outside [201.00, 469.00]; Distance 11.25 km (A-Paldi to A-Naroda) > 6.0 km; Distance 510.14 km (P-Rahatani to A-Naroda) > 6.0 km; Distance 15.67 km (A-Vejalpur to A-Naroda) > 6.0 km; Distance 8.84 km (A-Usmanpura to A-Naroda) > 6.0 km; Distance 12.09 km (A-Ghatlodia to A-Naroda) > 6.0 km"
10-new-flower-kunj-society-paldi-sep24_26,"Distance 11.25 km (A-Naroda to A-Paldi) > 6.0 km; Price 52.0 outside [72.00, 168.00]; Distance 7.61 km (A-Ghatlodia to A-Paldi) > 6.0 km; Distance 10.74 km (A-Odhav to A-Paldi) > 6.0 km; Distance 7.89 km (A-Ranip to A-Paldi) > 6.0 km; Distance 6.03 km (A-Shahibaug to A-Paldi) > 6.0 km; Distance 8.17 km (A-Chandlodia to A-Paldi) > 6.0 km; Price 52.0 outside [186.60, 435.40]; Distance 7.87 km (A-Thaltej to A-Paldi) > 6.0 km; Price 52.0 outside [81.00, 189.00]; Price 52.0 outside [120.00, 280.00]; Price 52.0 outside [69.00, 161.00]; Price 52.0 outside [84.00, 196.00]; Distance 9.10 km (A-New Ranip to A-Paldi) > 6.0 km; Distance 7.51 km (A-Amraiwadi to A-Paldi) > 6.0 km; Price 52.0 outside [168.00, 392.00]; Distance 9.72 km (A-South Bopal to A-Paldi) > 6.0 km"
10-kalpana-colony-maninagar-jan25_24,"Distance 11.41 km (A-Chandlodia to A-Maninagar) > 6.0 km; Distance 6.95 km (A-Ambawadi to A-Maninagar) > 6.0 km; Distance 9.94 km (A-Ranip to A-Maninagar) > 6.0 km; Distance 6.71 km (A-Usmanpura to A-Maninagar) > 6.0 km; Price 195.0 outside [69.00, 161.00]; Price 195.0 outside [51.00, 119.00]; Distance 503.25 km (P-Wakad to A-Maninagar) > 6.0 km; Distance 503.44 km (P-Rahatani to A-Maninagar) > 6.0 km; Distance 11.29 km (A-Ghatlodia to A-Maninagar) > 6.0 km; Distance 9.09 km (A-Nikol to A-Maninagar) > 6.0 km; Distance 9.06 km (A-Vejalpur to A-Maninagar) > 6.0 km; Price 195.0 outside [72.00, 168.00]; Price 195.0 outside [78.00, 182.00]; Price 195.0 outside [330.00, 770.00]; Price 195.0 outside [201.00, 469.00]; Price 195.0 outside [40.80, 95.20]; Distance 7.23 km (A-Odhav to A-Maninagar) > 6.0 km; Distance 202.98 km (S-Athawa Lines to A-Maninagar) > 6.0 km"
c-48-chenpur-society-gate-no-3-ranip-feb25_1286,"Price 40.0 outside [48.00, 112.00]; Distance 10.03 km (A-Naroda to A-New Ranip) > 6.0 km; Price 40.0 outside [69.00, 161.00]; Distance 7.76 km (A-Thaltej to A-New Ranip) > 6.0 km; Distance 12.98 km (A-Amraiwadi to A-New Ranip) > 6.0 km; Price 40.0 outside [72.00, 168.00]"
6-67-shreenath-appartment-nava-vadaj-dec24_467,"Price 40.0 outside [48.00, 112.00]; Price 40.0 outside [69.00, 161.00]; Distance 8.89 km (A-Naroda to A-Nava Vadaj) > 6.0 km; Distance 10.32 km (A-Amraiwadi to A-Nava Vadaj) > 6.0 km; Distance 7.18 km (A-Thaltej to A-Nava Vadaj) > 6.0 km; Price 40.0 outside [72.00, 168.00]"
c-404-ganesh-homes-new-ranip-oct24_1282,"Price 65.0 outside [186.60, 435.40]; Distance 214.29 km (S-Athawa Lines to A-New Ranip) > 6.0 km; Distance 7.76 km (A-Thaltej to A-New Ranip) > 6.0 km; Price 65.0 outside [72.00, 168.00]; Price 65.0 outside [126.60, 295.40]; Distance 13.39 km (A-Odhav to A-New Ranip) > 6.0 km; Price 65.0 outside [96.00, 224.00]; Distance 10.61 km (A-Vejalpur to A-New Ranip) > 6.0 km; Distance 12.27 km (A-South Bopal to A-New Ranip) > 6.0 km; Distance 12.98 km (A-Amraiwadi to A-New Ranip) > 6.0 km; Price 65.0 outside [168.00, 392.00]; Distance 8.02 km (A-Ambawadi to A-New Ranip) > 6.0 km; Distance 9.10 km (A-Paldi to A-New Ranip) > 6.0 km; Distance 12.30 km (A-Nikol to A-New Ranip) > 6.0 km; Price 65.0 outside [78.00, 182.00]; Price 65.0 outside [84.00, 196.00]; Price 65.0 outside [90.00, 210.00]; Distance 514.92 km (P-Wakad to A-New Ranip) > 6.0 km; Price 65.0 outside [132.00, 308.00]; Price 65.0 outside [153.00, 357.00]; Price 65.0 outside [69.00, 161.00]; Price 65.0 outside [120.00, 280.00]"
256-surtharvas-asarwa-sept24_241,"Price 68.0 outside [186.60, 435.40]; Distance 6.03 km (A-Paldi to A-Shahibaug) > 6.0 km; Price 68.0 outside [168.00, 392.00]; Distance 9.88 km (A-Vejalpur to A-Shahibaug) > 6.0 km; Price 68.0 outside [132.00, 308.00]; Distance 13.63 km (A-South Bopal to A-Shahibaug) > 6.0 km; Price 68.0 outside [72.00, 168.00]"
3-2-6-silver-nest-ambawadi-oct24_277,"Price 70.0 outside [126.60, 295.40]; Price 70.0 outside [72.00, 168.00]; Distance 7.38 km (A-Ranip to A-Ambawadi) > 6.0 km; Price 70.0 outside [132.00, 308.00]; Distance 6.95 km (A-Maninagar to A-Ambawadi) > 6.0 km; Price 70.0 outside [24.00, 56.00]; Price 70.0 outside [165.00, 385.00]; Distance 10.55 km (A-Chandkheda to A-Ambawadi) > 6.0 km; Price 70.0 outside [27.00, 63.00]; Price 70.0 outside [156.00, 364.00]; Distance 13.35 km (A-Nikol to A-Ambawadi) > 6.0 km; Price 70.0 outside [171.00, 399.00]; Distance 9.72 km (A-Vatva to A-Ambawadi) > 6.0 km"
h-203-shukan-residency-gota-feb25_1613,"Price 61.0 outside [186.60, 435.40]; Distance 11.61 km (A-South Bopal to A-Gota) > 6.0 km; Distance 6.76 km (A-Usmanpura to A-Gota) > 6.0 km; Distance 8.34 km (A-Shahpur to A-Gota) > 6.0 km; Distance 7.08 km (A-Thaltej to A-Gota) > 6.0 km; Price 61.0 outside [126.60, 295.40]; Price 61.0 outside [90.00, 210.00]; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Price 61.0 outside [81.00, 189.00]; Price 61.0 outside [120.00, 280.00]; Distance 7.58 km (A-Shahibaug to A-Gota) > 6.0 km; Price 61.0 outside [96.00, 224.00]; Price 61.0 outside [72.00, 168.00]; Distance 516.28 km (P-Wakad to A-Gota) > 6.0 km; Price 61.0 outside [78.00, 182.00]; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 61.0 outside [84.00, 196.00]; Distance 14.88 km (A-Amraiwadi to A-Gota) > 6.0 km; Price 61.0 outside [69.00, 161.00]; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km"
11-jal-vihar-bopal-feb25_67,"Distance 17.14 km (A-Bapunagar to A-Bopal) > 6.0 km; Distance 21.22 km (A-Nikol to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [375.00, 875.00]; Price 114.99999999999999 outside [126.00, 294.00]; Price 114.99999999999999 outside [150.00, 350.00]; Price 114.99999999999999 outside [210.00, 490.00]; Distance 14.99 km (A-Chandkheda to A-Bopal) > 6.0 km; Distance 23.18 km (A-Hathijan to A-Bopal) > 6.0 km; Distance 17.31 km (A-Vatva to A-Bopal) > 6.0 km; Distance 18.72 km (A-Kubernagar to A-Bopal) > 6.0 km; Distance 11.81 km (A-New Ranip to A-Bopal) > 6.0 km; Distance 12.74 km (A-Ranip to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [45.00, 105.00]; Distance 511.32 km (P-Rahatani to A-Bopal) > 6.0 km; Distance 9.09 km (A-Vasna to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [39.00, 91.00]; Distance 10.51 km (A-Paldi to A-Bopal) > 6.0 km; Distance 6.93 km (A-Science City to A-Bopal) > 6.0 km; Distance 11.22 km (A-Nava Vadaj to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [198.00, 462.00]; Price 114.99999999999999 outside [144.00, 336.00]; Price 114.99999999999999 outside [39.60, 92.40]; Price 114.99999999999999 outside [168.00, 392.00]; Price 114.99999999999999 outside [300.00, 700.00]; Price 114.99999999999999 outside [48.00, 112.00]; Price 114.99999999999999 outside [130.80, 305.20]; Price 114.99999999999999 outside [135.00, 315.00]; Price 114.99999999999999 outside [315.00, 735.00]; Price 114.99999999999999 outside [195.00, 455.00]; Distance 14.57 km (A-kankaria to A-Bopal) > 6.0 km; Distance 516.53 km (P-Lohegaon to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [270.00, 630.00]; Price 114.99999999999999 outside [46.20, 107.80]; Distance 16.86 km (A-Ghodasar to A-Bopal) > 6.0 km; Distance 10.10 km (A-Chandlodia to A-Bopal) > 6.0 km; Price 114.99999999999999 outside [42.00, 98.00]; Price 114.99999999999999 outside [177.00, 413.00]; Distance 16.32 km (A-Motera to A-Bopal) > 6.0 km; Distance 18.00 km (A-Amraiwadi to A-Bopal) > 6.0 km"
86-keshavnagar-society-subhashbridge-dec24_540,"Distance 7.13 km (A-Science City to A-Subhash Bridge) > 6.0 km; Distance 10.01 km (A-Ghodasar to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [300.00, 700.00]; Distance 10.85 km (A-Vaishnodevi to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [225.00, 525.00]; Distance 8.71 km (A-Nikol to A-Subhash Bridge) > 6.0 km; Distance 7.58 km (A-Maninagar to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [22.20, 51.80]; Distance 8.97 km (A-Nava Naroda to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [270.00, 630.00]; Price 180.0 outside [315.00, 735.00]; Price 180.0 outside [58.20, 135.80]; Distance 511.02 km (P-Rahatani to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [195.00, 455.00]; Distance 7.77 km (A-Satellite to A-Subhash Bridge) > 6.0 km; Distance 7.57 km (A-Vasna to A-Subhash Bridge) > 6.0 km; Distance 515.88 km (P-Lohegaon to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [210.00, 490.00]; Distance 504.61 km (P-Moshi to A-Subhash Bridge) > 6.0 km; Distance 6.35 km (A-kankaria to A-Subhash Bridge) > 6.0 km; Distance 12.89 km (A-Bopal to A-Subhash Bridge) > 6.0 km; Distance 8.53 km (A-Amraiwadi to A-Subhash Bridge) > 6.0 km; Distance 22.69 km (A-Sanand to A-Subhash Bridge) > 6.0 km; Distance 14.06 km (A-Ghuma to A-Subhash Bridge) > 6.0 km; Distance 15.81 km (A-Hathijan to A-Subhash Bridge) > 6.0 km; Price 180.0 outside [39.00, 91.00]"
8-balaji-bunglows-gota-jan24_517,"Distance 14.88 km (A-Nava Naroda to A-SG Highway) > 6.0 km; Distance 11.71 km (A-Kubernagar to A-SG Highway) > 6.0 km; Price 355.0 outside [108.00, 252.00]; Distance 12.07 km (A-kankaria to A-SG Highway) > 6.0 km; Price 355.0 outside [81.00, 189.00]; Price 355.0 outside [89.40, 208.60]; Distance 15.10 km (A-Nikol to A-SG Highway) > 6.0 km; Distance 11.91 km (A-Bapunagar to A-SG Highway) > 6.0 km; Price 355.0 outside [58.20, 135.80]; Price 355.0 outside [105.00, 245.00]; Price 355.0 outside [130.80, 305.20]; Distance 6.60 km (A-Vaishnodevi to A-SG Highway) > 6.0 km; Distance 10.44 km (A-Ghuma to A-SG Highway) > 6.0 km; Distance 15.61 km (A-Ghodasar to A-SG Highway) > 6.0 km; Price 355.0 outside [93.00, 217.00]; Distance 14.89 km (A-Amraiwadi to A-SG Highway) > 6.0 km; Distance 13.15 km (A-Maninagar to A-SG Highway) > 6.0 km; Distance 21.90 km (A-Hathijan to A-SG Highway) > 6.0 km; Distance 9.33 km (A-Bopal to A-SG Highway) > 6.0 km; Distance 515.73 km (P-Rahatani to A-SG Highway) > 6.0 km; Distance 6.93 km (A-Satellite to A-SG Highway) > 6.0 km; Price 355.0 outside [102.00, 238.00]; Price 355.0 outside [78.00, 182.00]; Price 355.0 outside [39.00, 91.00]; Distance 9.89 km (A-Vasna to A-SG Highway) > 6.0 km; Price 355.0 outside [111.00, 259.00]; Price 355.0 outside [99.00, 231.00]; Distance 520.71 km (P-Lohegaon to A-SG Highway) > 6.0 km; Price 355.0 outside [22.20, 51.80]; Price 355.0 outside [150.00, 350.00]"
a-2-yogeshwar-park-society-amraiwadi-may25_665,"Price 107.0 outside [270.00, 630.00]; Distance 503.14 km (P-Rahatani to A-Amraiwadi) > 6.0 km; Distance 14.53 km (A-Science City to A-Amraiwadi) > 6.0 km; Price 107.0 outside [210.00, 490.00]; Price 107.0 outside [111.00, 259.00]; Distance 13.22 km (A-Chandkheda to A-Amraiwadi) > 6.0 km; Price 107.0 outside [177.00, 413.00]; Price 107.0 outside [195.00, 455.00]; Price 107.0 outside [300.00, 700.00]; Distance 18.98 km (A-Ghuma to A-Amraiwadi) > 6.0 km; Distance 496.67 km (P-Moshi to A-Amraiwadi) > 6.0 km; Price 107.0 outside [150.00, 350.00]; Price 107.0 outside [315.00, 735.00]; Price 107.0 outside [22.20, 51.80]; Distance 6.62 km (A-Nikol to A-Amraiwadi) > 6.0 km; Distance 7.98 km (A-Kubernagar to A-Amraiwadi) > 6.0 km; Distance 16.97 km (A-Vaishnodevi to A-Amraiwadi) > 6.0 km; Price 107.0 outside [39.00, 91.00]; Distance 9.15 km (A-Vasna to A-Amraiwadi) > 6.0 km; Price 107.0 outside [168.00, 392.00]; Price 107.0 outside [138.00, 322.00]; Price 107.0 outside [225.00, 525.00]; Distance 507.91 km (P-Lohegaon to A-Amraiwadi) > 6.0 km; Distance 8.69 km (A-Nava Naroda to A-Amraiwadi) > 6.0 km; Distance 12.50 km (A-Satellite to A-Amraiwadi) > 6.0 km; Price 107.0 outside [130.80, 305.20]; Distance 18.00 km (A-Bopal to A-Amraiwadi) > 6.0 km; Distance 7.38 km (A-Hathijan to A-Amraiwadi) > 6.0 km"
