active_property_index,active_location,active_bhk,active_price_lakhs,active_area_sqft,expired_property_index,expired_location,expired_bhk,expired_price_lakhs,expired_area_sqft,days_since_expiry,similarity_score,final_score,price_difference_pct,urgency_level,suggested_message
260,A-Ambawadi,3.0,55.0,901.0,1699,A-Khokhra,3.0,47.0,1056.0,2.0,0.8542,0.9522,14.55,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Ambawadi at a slightly lower price (₹47.0L vs ₹55.0L). This is very similar to your 3BHK property in A-Khokhra. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
260,A-Ambawadi,3.0,55.0,901.0,1048,A-Satellite,3.0,45.0,822.0,61.0,0.8491,0.8881,18.18,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Ambawadi at a slightly lower price (₹45.0L vs ₹55.0L). This is very similar to your 3BHK property in A-Satellite. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2313,A-Nava Naroda,3.0,88.0,1782.0,1032,A-Nava Naroda,3.0,70.0,1674.0,10.0,0.928,1.118,20.45,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Nava Naroda at a slightly lower price (₹70.0L vs ₹88.0L). This is very similar to your 3BHK property in A-Nava Naroda. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
2313,A-Nava Naroda,3.0,88.0,1782.0,1767,A-Nikol,3.0,83.0,1800.0,40.0,0.9054,1.0654,5.68,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Naroda at a very similar price point (₹83.0L). This is very similar to your 3BHK property in A-Nikol. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2313,A-Nava Naroda,3.0,88.0,1782.0,548,A-Nikol,3.0,70.0,1800.0,65.0,0.9033,1.0383,20.45,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Naroda at a slightly lower price (₹70.0L vs ₹88.0L). This is very similar to your 3BHK property in A-Nikol. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2313,A-Nava Naroda,3.0,88.0,1782.0,170,A-Nava Naroda,2.0,100.0,1215.0,267.0,0.8985,0.9985,13.64,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Naroda at a premium price (₹100.0L vs ₹88.0L). This is very similar to your 2BHK property in A-Nava Naroda. Would you like to renew your package to capture these leads?
2313,A-Nava Naroda,3.0,88.0,1782.0,1867,A-Nikol,3.0,85.0,1746.0,186.0,0.8735,0.9735,3.41,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Naroda at a very similar price point (₹85.0L). This is very similar to your 3BHK property in A-Nikol. Would you like to renew your package to capture these leads?
619,P-Wakad,3.0,40.0,600.0,73,A-Ranip,3.0,42.0,320.0,69.0,0.8772,0.9082,5.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in P-Wakad at a very similar price point (₹42.0L). This is very similar to your 3BHK property in A-Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
619,P-Wakad,3.0,40.0,600.0,1330,A-Vastral,2.0,45.0,1305.0,22.0,0.7929,0.8709,12.5,High,"Hi! We're receiving active inquiries for a 3BHK property in P-Wakad at a premium price (₹45.0L vs ₹40.0L). This is very similar to your 2BHK property in A-Vastral. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
619,P-Wakad,3.0,40.0,600.0,2228,A-Changodar,3.0,34.0,473.0,225.0,0.8573,0.8573,15.0,Low,Hi! We're receiving active inquiries for a 3BHK property in P-Wakad at a slightly lower price (₹34.0L vs ₹40.0L). This is very similar to your 3BHK property in A-Changodar. Would you like to renew your package to capture these leads?
619,P-Wakad,3.0,40.0,600.0,98,A-Nava Naroda,3.0,35.0,820.0,123.0,0.8174,0.8174,12.5,Low,Hi! We're receiving active inquiries for a 3BHK property in P-Wakad at a slightly lower price (₹35.0L vs ₹40.0L). This is very similar to your 3BHK property in A-Nava Naroda. Would you like to renew your package to capture these leads?
1807,A-Nava Vadaj,2.0,75.0,1305.0,411,A-Nava Vadaj,3.0,75.0,1073.0,36.0,0.8997,1.0637,0.0,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nava Vadaj at a very similar price point (₹75.0L). This is very similar to your 3BHK property in A-Nava Vadaj. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1807,A-Nava Vadaj,2.0,75.0,1305.0,706,A-Nava Vadaj,2.0,60.0,1215.0,210.0,0.8481,0.9481,20.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nava Vadaj at a slightly lower price (₹60.0L vs ₹75.0L). This is very similar to your 2BHK property in A-Nava Vadaj. Would you like to renew your package to capture these leads?
1807,A-Nava Vadaj,2.0,75.0,1305.0,1979,A-Motera,3.0,75.0,550.0,7.0,0.825,0.918,0.0,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Nava Vadaj at a very similar price point (₹75.0L). This is very similar to your 3BHK property in A-Motera. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
986,A-Chandkheda,2.0,51.0,972.0,1282,A-Chandkheda,2.0,60.0,1179.0,186.0,0.899,0.999,17.65,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a premium price (₹60.0L vs ₹51.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
986,A-Chandkheda,2.0,51.0,972.0,79,A-Chandkheda,3.0,60.0,560.0,229.0,0.8172,0.9172,17.65,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a premium price (₹60.0L vs ₹51.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
986,A-Chandkheda,2.0,51.0,972.0,788,A-nana Childoa,2.0,40.0,1080.0,75.0,0.8247,0.8497,21.57,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a slightly lower price (₹40.0L vs ₹51.0L). This is very similar to your 2BHK property in A-nana Childoa. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
986,A-Chandkheda,2.0,51.0,972.0,1707,A-Gota,3.0,50.0,1215.0,236.0,0.847,0.847,1.96,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹50.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
986,A-Chandkheda,2.0,51.0,972.0,1536,A-Gota,2.0,50.0,981.0,130.0,0.8164,0.8164,1.96,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹50.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1647,A-Gota,3.0,154.0,2520.0,870,A-SG Highway,3.0,115.99999999999999,2610.0,87.0,0.9004,1.0134,24.68,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹116.0L vs ₹154.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1647,A-Gota,3.0,154.0,2520.0,1863,A-SG Highway,3.0,125.0,1650.0,99.0,0.8966,0.9976,18.83,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹125.0L vs ₹154.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
1647,A-Gota,3.0,154.0,2520.0,2318,A-SG Highway,3.0,160.0,2286.0,125.0,0.8964,0.9964,3.9,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹160.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
1059,A-Nikol,2.0,46.0,1170.0,2064,A-Nikol,2.0,46.0,1035.0,38.0,0.8214,0.9834,0.0,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a very similar price point (₹46.0L). This is very similar to your 2BHK property in A-Nikol. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1059,A-Nikol,2.0,46.0,1170.0,1870,A-Nava Naroda,2.0,38.5,1017.0,35.0,0.7892,0.9542,16.3,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a slightly lower price (₹38.5L vs ₹46.0L). This is very similar to your 2BHK property in A-Nava Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1059,A-Nikol,2.0,46.0,1170.0,1417,A-Nava Naroda,2.0,44.0,1215.0,293.0,0.8253,0.9253,4.35,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a very similar price point (₹44.0L). This is very similar to your 2BHK property in A-Nava Naroda. Would you like to renew your package to capture these leads?
1059,A-Nikol,2.0,46.0,1170.0,1508,A-Nava Naroda,2.0,45.0,954.0,133.0,0.7886,0.8886,2.17,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nikol at a very similar price point (₹45.0L). This is very similar to your 2BHK property in A-Nava Naroda. Would you like to renew your package to capture these leads?
1273,P-Bhugaon,1.0,40.0,636.0,1715,A-Vastral,2.0,35.0,1161.0,180.0,0.8461,0.8461,12.5,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Bhugaon at a slightly lower price (₹35.0L vs ₹40.0L). This is very similar to your 2BHK property in A-Vastral. Would you like to renew your package to capture these leads?
1273,P-Bhugaon,1.0,40.0,636.0,1608,A-Vastral,2.0,47.0,1620.0,93.0,0.8254,0.8324,17.5,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Bhugaon at a premium price (₹47.0L vs ₹40.0L). This is very similar to your 2BHK property in A-Vastral. Would you like to renew your package to capture these leads?
1879,A-Bopal,2.0,85.0,1080.0,1728,A-South Bopal,3.0,70.0,1440.0,195.0,0.9673,1.0673,17.65,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a slightly lower price (₹70.0L vs ₹85.0L). This is very similar to your 3BHK property in A-South Bopal. Would you like to renew your package to capture these leads?
1879,A-Bopal,2.0,85.0,1080.0,1438,A-South Bopal,3.0,80.0,1400.0,60.0,0.8762,1.0162,5.88,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a very similar price point (₹80.0L). This is very similar to your 3BHK property in A-South Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1879,A-Bopal,2.0,85.0,1080.0,2284,A-South Bopal,3.0,75.0,1500.0,87.0,0.8919,1.0049,11.76,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a slightly lower price (₹75.0L vs ₹85.0L). This is very similar to your 3BHK property in A-South Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1879,A-Bopal,2.0,85.0,1080.0,1444,A-South Bopal,3.0,74.0,1449.0,87.0,0.874,0.987,12.94,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a slightly lower price (₹74.0L vs ₹85.0L). This is very similar to your 3BHK property in A-South Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1879,A-Bopal,2.0,85.0,1080.0,1198,A-Bopal,3.0,79.0,680.0,83.0,0.8637,0.9807,7.06,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a very similar price point (₹79.0L). This is very similar to your 3BHK property in A-Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
29,A-Usmanpura,4.0,120.0,810.0,482,A-Usmanpura,3.0,120.0,1467.0,59.0,0.8046,0.9456,0.0,Medium,Hi! We're receiving active inquiries for a 4BHK property in A-Usmanpura at a very similar price point (₹120.0L). This is very similar to your 3BHK property in A-Usmanpura. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
29,A-Usmanpura,4.0,120.0,810.0,1656,A-Vastrapur,5.0,135.0,2790.0,24.0,0.8637,0.9397,12.5,High,"Hi! We're receiving active inquiries for a 4BHK property in A-Usmanpura at a premium price (₹135.0L vs ₹120.0L). This is very similar to your 5BHK property in A-Vastrapur. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
29,A-Usmanpura,4.0,120.0,810.0,81,A-Memnagar,3.0,125.0,1143.0,87.0,0.8198,0.8328,4.17,Medium,Hi! We're receiving active inquiries for a 4BHK property in A-Usmanpura at a very similar price point (₹125.0L). This is very similar to your 3BHK property in A-Memnagar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
29,A-Usmanpura,4.0,120.0,810.0,600,A-Shahpur,5.0,98.0,3600.0,259.0,0.794,0.794,18.33,Low,Hi! We're receiving active inquiries for a 4BHK property in A-Usmanpura at a slightly lower price (₹98.0L vs ₹120.0L). This is very similar to your 5BHK property in A-Shahpur. Would you like to renew your package to capture these leads?
2291,A-Gota,3.0,45.0,1440.0,72,A-SG Highway,3.0,47.0,638.0,57.0,0.9108,1.0538,4.44,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹47.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2291,A-Gota,3.0,45.0,1440.0,1801,A-Gota,2.0,47.0,1035.0,39.0,0.8822,1.0432,4.44,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹47.0L). This is very similar to your 2BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2291,A-Gota,3.0,45.0,1440.0,1996,A-Gota,2.0,50.0,999.0,87.0,0.9088,1.0218,11.11,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹50.0L vs ₹45.0L). This is very similar to your 2BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2291,A-Gota,3.0,45.0,1440.0,2166,A-Gota,3.0,43.0,1000.0,87.0,0.8847,0.9977,4.44,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹43.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2291,A-Gota,3.0,45.0,1440.0,1369,A-Gota,2.0,50.0,1080.0,107.0,0.8766,0.9766,11.11,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹50.0L vs ₹45.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1603,A-Ghodasar,2.0,42.0,1062.0,71,A-Isanpur,2.0,45.0,810.0,248.0,0.8954,0.9954,7.14,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a very similar price point (₹45.0L). This is very similar to your 2BHK property in A-Isanpur. Would you like to renew your package to capture these leads?
1603,A-Ghodasar,2.0,42.0,1062.0,677,A-Maninagar,2.0,50.0,990.0,268.0,0.8536,0.9536,19.05,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a premium price (₹50.0L vs ₹42.0L). This is very similar to your 2BHK property in A-Maninagar. Would you like to renew your package to capture these leads?
1603,A-Ghodasar,2.0,42.0,1062.0,72,A-SG Highway,3.0,47.0,638.0,57.0,0.8835,0.9265,11.9,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a premium price (₹47.0L vs ₹42.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1603,A-Ghodasar,2.0,42.0,1062.0,648,A-Ghuma,2.0,44.0,1240.0,2.0,0.8143,0.9123,4.76,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a very similar price point (₹44.0L). This is very similar to your 2BHK property in A-Ghuma. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1603,A-Ghodasar,2.0,42.0,1062.0,900,A-Isanpur,2.0,42.0,1035.0,236.0,0.8108,0.9108,0.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a very similar price point (₹42.0L). This is very similar to your 2BHK property in A-Isanpur. Would you like to renew your package to capture these leads?
2299,A-Gift City,2.0,145.0,1126.0,1675,G-Raysan,3.0,144.0,2565.0,63.0,0.8597,0.9967,0.69,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Gift City at a very similar price point (₹144.0L). This is very similar to your 3BHK property in G-Raysan. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2299,A-Gift City,2.0,145.0,1126.0,1692,A-Gift City,2.0,162.0,1600.0,167.0,0.8625,0.9625,11.72,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gift City at a premium price (₹162.0L vs ₹145.0L). This is very similar to your 2BHK property in A-Gift City. Would you like to renew your package to capture these leads?
2299,A-Gift City,2.0,145.0,1126.0,1063,G-Koba,3.0,115.99999999999999,2718.0,132.0,0.8238,0.9238,20.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gift City at a slightly lower price (₹116.0L vs ₹145.0L). This is very similar to your 3BHK property in G-Koba. Would you like to renew your package to capture these leads?
2299,A-Gift City,2.0,145.0,1126.0,193,A-Ambali,3.0,169.0,1468.0,14.0,0.8113,0.8973,16.55,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Gift City at a premium price (₹169.0L vs ₹145.0L). This is very similar to your 3BHK property in A-Ambali. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
2299,A-Gift City,2.0,145.0,1126.0,1606,A-Chandkheda,3.0,127.0,1350.0,56.0,0.8191,0.8631,12.41,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Gift City at a slightly lower price (₹127.0L vs ₹145.0L). This is very similar to your 3BHK property in A-Chandkheda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
929,A-Ghatlodia,2.0,75.0,1278.0,1383,A-Ghatlodia,3.0,85.0,1710.0,214.0,0.8198,0.9198,13.33,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a premium price (₹85.0L vs ₹75.0L). This is very similar to your 3BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
929,A-Ghatlodia,2.0,75.0,1278.0,1115,A-Makarba,3.0,62.0,735.0,36.0,0.8408,0.9048,17.33,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a slightly lower price (₹62.0L vs ₹75.0L). This is very similar to your 3BHK property in A-Makarba. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
929,A-Ghatlodia,2.0,75.0,1278.0,332,A-Chandkheda,3.0,82.0,3204.0,59.0,0.8305,0.8715,9.33,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹82.0L). This is very similar to your 3BHK property in A-Chandkheda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
569,A-Memnagar,2.0,55.0,1062.0,217,A-Naranpura,3.0,59.0,1145.0,48.0,0.8299,0.9819,7.27,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Memnagar at a very similar price point (₹59.0L). This is very similar to your 3BHK property in A-Naranpura. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
569,A-Memnagar,2.0,55.0,1062.0,588,A-Naranpura,3.0,61.0,1080.0,172.0,0.8545,0.9545,10.91,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Memnagar at a premium price (₹61.0L vs ₹55.0L). This is very similar to your 3BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
569,A-Memnagar,2.0,55.0,1062.0,730,A-Naranpura,2.0,58.0,810.0,93.0,0.8349,0.9419,5.45,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Memnagar at a very similar price point (₹58.0L). This is very similar to your 2BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
569,A-Memnagar,2.0,55.0,1062.0,828,A-Naranpura,2.0,57.0,864.0,148.0,0.8067,0.9067,3.64,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Memnagar at a very similar price point (₹57.0L). This is very similar to your 2BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
40,A-Bopal,3.0,180.0,1250.0,802,A-Bopal,3.0,204.99999999999997,940.0,138.0,0.885,0.985,13.89,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Bopal at a premium price (₹205.0L vs ₹180.0L). This is very similar to your 3BHK property in A-Bopal. Would you like to renew your package to capture these leads?
901,A-Maninagar East,5.0,350.0,1800.0,1461,A-Maninagar,5.0,350.0,1215.0,148.0,0.8725,0.9725,0.0,Low,Hi! We're receiving active inquiries for a 5BHK property in A-Maninagar East at a very similar price point (₹350.0L). This is very similar to your 5BHK property in A-Maninagar. Would you like to renew your package to capture these leads?
901,A-Maninagar East,5.0,350.0,1800.0,153,A-Shela,4.0,331.0,1575.0,87.0,0.9,0.913,5.43,Medium,Hi! We're receiving active inquiries for a 5BHK property in A-Maninagar East at a very similar price point (₹331.0L). This is very similar to your 4BHK property in A-Shela. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
901,A-Maninagar East,5.0,350.0,1800.0,180,A-Paldi,5.0,350.0,2574.0,249.0,0.8653,0.8653,0.0,Low,Hi! We're receiving active inquiries for a 5BHK property in A-Maninagar East at a very similar price point (₹350.0L). This is very similar to your 5BHK property in A-Paldi. Would you like to renew your package to capture these leads?
1925,A-Navrangpura,3.0,20.0,500.0,1400,A-New Maninagar ,2.0,24.0,882.0,202.0,0.936,1.036,20.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Navrangpura at a premium price (₹24.0L vs ₹20.0L). This is very similar to your 2BHK property in A-New Maninagar . Would you like to renew your package to capture these leads?
1925,A-Navrangpura,3.0,20.0,500.0,2179,A-Ellisbridge,3.0,23.0,1215.0,172.0,0.9177,1.0177,15.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Navrangpura at a premium price (₹23.0L vs ₹20.0L). This is very similar to your 3BHK property in A-Ellisbridge. Would you like to renew your package to capture these leads?
1740,A-Ghatlodia,2.0,51.5,1116.0,244,A-Ghatlodia,2.0,52.0,990.0,184.0,0.9628,1.0628,0.97,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹52.0L). This is very similar to your 2BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1740,A-Ghatlodia,2.0,51.5,1116.0,1935,A-Ghatlodia,2.0,53.0,1080.0,25.0,0.8634,1.0384,2.91,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹53.0L). This is very similar to your 2BHK property in A-Ghatlodia. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1740,A-Ghatlodia,2.0,51.5,1116.0,1068,A-Ghatlodia,2.0,56.0,900.0,133.0,0.8504,0.9504,8.74,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹56.0L). This is very similar to your 2BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1740,A-Ghatlodia,2.0,51.5,1116.0,2053,A-Ghatlodia,2.0,50.0,900.0,167.0,0.8478,0.9478,2.91,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹50.0L). This is very similar to your 2BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1740,A-Ghatlodia,2.0,51.5,1116.0,912,A-Ghatlodia,2.0,53.0,1053.0,207.0,0.8351,0.9351,2.91,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a very similar price point (₹53.0L). This is very similar to your 2BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1241,A-Ghatlodia,3.0,125.0,2025.0,809,A-Chanakyapuri Ghatlodia,4.0,155.0,2700.0,144.0,0.8912,0.9912,24.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ghatlodia at a premium price (₹155.0L vs ₹125.0L). This is very similar to your 4BHK property in A-Chanakyapuri Ghatlodia. Would you like to renew your package to capture these leads?
1241,A-Ghatlodia,3.0,125.0,2025.0,869,A-Ghatlodia,3.0,100.0,1656.0,150.0,0.8792,0.9792,20.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ghatlodia at a slightly lower price (₹100.0L vs ₹125.0L). This is very similar to your 3BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1241,A-Ghatlodia,3.0,125.0,2025.0,970,A-Ghatlodia,3.0,100.0,1755.0,298.0,0.8355,0.9355,20.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ghatlodia at a slightly lower price (₹100.0L vs ₹125.0L). This is very similar to your 3BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1241,A-Ghatlodia,3.0,125.0,2025.0,1989,A-SG Highway,3.0,112.00000000000001,659.0,109.0,0.8389,0.8389,10.4,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ghatlodia at a slightly lower price (₹112.0L vs ₹125.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
1241,A-Ghatlodia,3.0,125.0,2025.0,1947,A-SG Highway,3.0,103.0,1207.0,109.0,0.8389,0.8389,17.6,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ghatlodia at a slightly lower price (₹103.0L vs ₹125.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
