active_property_index,active_location,active_bhk,active_price_lakhs,active_area_sqft,expired_property_index,expired_location,expired_bhk,expired_price_lakhs,expired_area_sqft,days_since_expiry,similarity_score,final_score,price_difference_pct,urgency_level,suggested_message
15,P-Charholi-Khurd,1.0,25.0,525.0,103,S-Varachha,1.0,23.0,456.0,173.0,0.8482,0.8482,8.0,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Charholi-Khurd at a very similar price point (₹23.0L). This is very similar to your 1BHK property in S-Varachha. Would you like to renew your package to capture these leads?
15,P-Charholi-Khurd,1.0,25.0,525.0,1522,A-Changodar,1.0,23.0,720.0,113.0,0.8076,0.8076,8.0,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Charholi-Khurd at a very similar price point (₹23.0L). This is very similar to your 1BHK property in A-Changodar. Would you like to renew your package to capture these leads?
15,P-Charholi-Khurd,1.0,25.0,525.0,1621,A-narol,1.0,23.5,720.0,47.0,0.7486,0.8016,6.0,Medium,Hi! We're receiving active inquiries for a 1BHK property in P-Charholi-Khurd at a very similar price point (₹23.5L). This is very similar to your 1BHK property in A-narol. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
15,P-Charholi-Khurd,1.0,25.0,525.0,2169,A-narol,1.0,20.0,585.0,123.0,0.7962,0.7962,20.0,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Charholi-Khurd at a slightly lower price (₹20.0L vs ₹25.0L). This is very similar to your 1BHK property in A-narol. Would you like to renew your package to capture these leads?
15,P-Charholi-Khurd,1.0,25.0,525.0,2168,A-narol,1.0,20.0,585.0,123.0,0.7962,0.7962,20.0,Low,Hi! We're receiving active inquiries for a 1BHK property in P-Charholi-Khurd at a slightly lower price (₹20.0L vs ₹25.0L). This is very similar to your 1BHK property in A-narol. Would you like to renew your package to capture these leads?
88,A-Maninagar,3.0,70.0,1215.0,824,A-Amraiwadi,3.0,65.0,1215.0,53.0,0.886,1.033,7.14,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Maninagar at a very similar price point (₹65.0L). This is very similar to your 3BHK property in A-Amraiwadi. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
88,A-Maninagar,3.0,70.0,1215.0,1748,A-Maninagar,2.0,67.0,1110.0,63.0,0.8947,1.0317,4.29,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Maninagar at a very similar price point (₹67.0L). This is very similar to your 2BHK property in A-Maninagar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
88,A-Maninagar,3.0,70.0,1215.0,1857,A-Isanpur,3.0,70.0,1215.0,88.0,0.8997,1.0117,0.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Maninagar at a very similar price point (₹70.0L). This is very similar to your 3BHK property in A-Isanpur. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
654,A-Sabarmati,3.0,290.0,2942.0,355,A-Nava Vadaj,3.0,361.0,6020.0,184.0,0.8226,0.9226,24.48,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Sabarmati at a premium price (₹361.0L vs ₹290.0L). This is very similar to your 3BHK property in A-Nava Vadaj. Would you like to renew your package to capture these leads?
654,A-Sabarmati,3.0,290.0,2942.0,763,A-Paldi,4.0,281.0,3744.0,34.0,0.804,0.87,3.1,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Sabarmati at a very similar price point (₹281.0L). This is very similar to your 4BHK property in A-Paldi. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
144,A-Chandlodia,3.0,125.0,400.0,118,A-New Ranip,3.0,140.0,1200.0,144.0,0.8554,0.9554,12.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandlodia at a premium price (₹140.0L vs ₹125.0L). This is very similar to your 3BHK property in A-New Ranip. Would you like to renew your package to capture these leads?
1060,A-Zundal,2.0,62.5,1368.0,1445,A-Chandkheda,2.0,57.0,1170.0,199.0,0.8962,0.9962,8.8,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Zundal at a very similar price point (₹57.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1060,A-Zundal,2.0,62.5,1368.0,2316,A-Gota,3.0,55.0,1015.0,94.0,0.8668,0.8728,12.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Zundal at a slightly lower price (₹55.0L vs ₹62.5L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1494,A-Gota,2.0,62.0,1080.0,1801,A-Gota,2.0,47.0,1035.0,39.0,0.9988,1.1598,24.19,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a slightly lower price (₹47.0L vs ₹62.0L). This is very similar to your 2BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1494,A-Gota,2.0,62.0,1080.0,2115,A-Gota,3.0,72.0,1575.0,26.0,0.983,1.157,16.13,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a premium price (₹72.0L vs ₹62.0L). This is very similar to your 3BHK property in A-Gota. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1494,A-Gota,2.0,62.0,1080.0,1997,A-Gota,2.0,61.0,1215.0,116.0,0.9857,1.0857,1.61,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹61.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1494,A-Gota,2.0,62.0,1080.0,2293,A-Gota,3.0,57.0,990.0,92.0,0.9721,1.0801,8.06,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹57.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1494,A-Gota,2.0,62.0,1080.0,1617,A-Gota,2.0,48.0,1080.0,217.0,0.9401,1.0401,22.58,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a slightly lower price (₹48.0L vs ₹62.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
581,A-Kalupur,4.0,290.0,1215.0,296,A-Subhash Bridge,5.0,321.0,5400.0,168.0,0.8432,0.9432,10.69,Low,Hi! We're receiving active inquiries for a 4BHK property in A-Kalupur at a premium price (₹321.0L vs ₹290.0L). This is very similar to your 5BHK property in A-Subhash Bridge. Would you like to renew your package to capture these leads?
581,A-Kalupur,4.0,290.0,1215.0,1259,A-Naroda,3.0,225.0,3200.0,48.0,0.8538,0.9058,22.41,Medium,Hi! We're receiving active inquiries for a 4BHK property in A-Kalupur at a slightly lower price (₹225.0L vs ₹290.0L). This is very similar to your 3BHK property in A-Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
581,A-Kalupur,4.0,290.0,1215.0,1291,A-Bopal,3.0,290.0,1215.0,75.0,0.8379,0.8629,0.0,Medium,Hi! We're receiving active inquiries for a 4BHK property in A-Kalupur at a very similar price point (₹290.0L). This is very similar to your 3BHK property in A-Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
581,A-Kalupur,4.0,290.0,1215.0,279,A-Ghatlodia,5.0,225.0,1215.0,142.0,0.8288,0.8288,22.41,Low,Hi! We're receiving active inquiries for a 4BHK property in A-Kalupur at a slightly lower price (₹225.0L vs ₹290.0L). This is very similar to your 5BHK property in A-Ghatlodia. Would you like to renew your package to capture these leads?
1884,A-Maninagar,1.0,40.0,837.0,683,A-Maninagar,2.0,40.0,990.0,62.0,0.9839,1.1219,0.0,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Maninagar at a very similar price point (₹40.0L). This is very similar to your 2BHK property in A-Maninagar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1884,A-Maninagar,1.0,40.0,837.0,1677,A-Ghodasar,1.0,32.0,693.0,34.0,0.8606,1.0266,20.0,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Maninagar at a slightly lower price (₹32.0L vs ₹40.0L). This is very similar to your 1BHK property in A-Ghodasar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1884,A-Maninagar,1.0,40.0,837.0,1716,A-Isanpur,2.0,42.5,1215.0,148.0,0.8267,0.9267,6.25,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Maninagar at a very similar price point (₹42.5L). This is very similar to your 2BHK property in A-Isanpur. Would you like to renew your package to capture these leads?
1884,A-Maninagar,1.0,40.0,837.0,2094,A-Vastral,2.0,40.0,1116.0,68.0,0.8081,0.8401,0.0,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Maninagar at a very similar price point (₹40.0L). This is very similar to your 2BHK property in A-Vastral. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1022,A-Gota,3.0,56.0,933.0,777,A-SG Highway,3.0,45.0,679.0,7.0,0.9144,1.1074,19.64,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹45.0L vs ₹56.0L). This is very similar to your 3BHK property in A-SG Highway. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1022,A-Gota,3.0,56.0,933.0,28,A-Gota,3.0,48.0,200.0,24.0,0.8844,1.0604,14.29,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹48.0L vs ₹56.0L). This is very similar to your 3BHK property in A-Gota. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1022,A-Gota,3.0,56.0,933.0,570,A-Iscon Ambli road,3.0,43.0,965.0,5.0,0.8694,0.9644,23.21,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹43.0L vs ₹56.0L). This is very similar to your 3BHK property in A-Iscon Ambli road. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1022,A-Gota,3.0,56.0,933.0,78,A-Gota,3.0,54.0,416.0,140.0,0.8441,0.9441,3.57,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹54.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1022,A-Gota,3.0,56.0,933.0,1757,A-Gota,2.0,66.5,1350.0,229.0,0.8412,0.9412,18.75,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹66.5L vs ₹56.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1671,A-Nirnaynagar,2.0,55.0,855.0,1988,A-New Ranip,3.0,62.5,1035.0,207.0,0.9817,1.0817,13.64,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nirnaynagar at a premium price (₹62.5L vs ₹55.0L). This is very similar to your 3BHK property in A-New Ranip. Would you like to renew your package to capture these leads?
1671,A-Nirnaynagar,2.0,55.0,855.0,2008,A-New Ranip,2.0,53.0,990.0,42.0,0.8979,1.0559,3.64,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nirnaynagar at a very similar price point (₹53.0L). This is very similar to your 2BHK property in A-New Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1671,A-Nirnaynagar,2.0,55.0,855.0,1301,A-Chandlodia,2.0,50.5,1260.0,49.0,0.8436,0.9946,8.18,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Nirnaynagar at a very similar price point (₹50.5L). This is very similar to your 2BHK property in A-Chandlodia. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1671,A-Nirnaynagar,2.0,55.0,855.0,926,A-New Ranip,2.0,45.0,900.0,167.0,0.8837,0.9837,18.18,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nirnaynagar at a slightly lower price (₹45.0L vs ₹55.0L). This is very similar to your 2BHK property in A-New Ranip. Would you like to renew your package to capture these leads?
1671,A-Nirnaynagar,2.0,55.0,855.0,1735,A-Chandlodia,2.0,45.0,1215.0,274.0,0.8685,0.9685,18.18,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Nirnaynagar at a slightly lower price (₹45.0L vs ₹55.0L). This is very similar to your 2BHK property in A-Chandlodia. Would you like to renew your package to capture these leads?
1127,A-Naroda,3.0,46.0,1665.0,2316,A-Gota,3.0,55.0,1015.0,94.0,0.8881,0.8941,19.57,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹55.0L vs ₹46.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1127,A-Naroda,3.0,46.0,1665.0,386,A-Ambawadi,3.0,48.0,745.0,148.0,0.8433,0.8433,4.35,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a very similar price point (₹48.0L). This is very similar to your 3BHK property in A-Ambawadi. Would you like to renew your package to capture these leads?
1127,A-Naroda,3.0,46.0,1665.0,250,A-Ambawadi,3.0,48.0,745.0,150.0,0.843,0.843,4.35,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a very similar price point (₹48.0L). This is very similar to your 3BHK property in A-Ambawadi. Would you like to renew your package to capture these leads?
1030,A-Ghodasar,2.0,72.0,1485.0,2159,A-Khokhra,2.0,65.0,1202.0,91.0,0.8598,0.9688,9.72,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a very similar price point (₹65.0L). This is very similar to your 2BHK property in A-Khokhra. Would you like to renew your package to capture these leads?
1030,A-Ghodasar,2.0,72.0,1485.0,1175,A-Maninagar,2.0,58.0,990.0,299.0,0.8463,0.9463,19.44,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a slightly lower price (₹58.0L vs ₹72.0L). This is very similar to your 2BHK property in A-Maninagar. Would you like to renew your package to capture these leads?
1030,A-Ghodasar,2.0,72.0,1485.0,2124,A-Maninagar,2.0,77.0,1242.0,205.0,0.8408,0.9408,6.94,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a very similar price point (₹77.0L). This is very similar to your 2BHK property in A-Maninagar. Would you like to renew your package to capture these leads?
1030,A-Ghodasar,2.0,72.0,1485.0,643,A-Ambawadi,2.0,58.0,1170.0,59.0,0.8492,0.8902,19.44,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghodasar at a slightly lower price (₹58.0L vs ₹72.0L). This is very similar to your 2BHK property in A-Ambawadi. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
579,A-Odhav,3.0,43.0,400.0,734,A-Odhav,3.0,37.0,1215.0,1.0,0.9994,1.1984,13.95,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a slightly lower price (₹37.0L vs ₹43.0L). This is very similar to your 3BHK property in A-Odhav. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
579,A-Odhav,3.0,43.0,400.0,1238,A-Odhav,3.0,36.0,1613.0,83.0,0.9957,1.1127,16.28,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a slightly lower price (₹36.0L vs ₹43.0L). This is very similar to your 3BHK property in A-Odhav. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
579,A-Odhav,3.0,43.0,400.0,508,A-Odhav,3.0,42.5,1224.0,258.0,0.9378,1.0378,1.16,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a very similar price point (₹42.5L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
579,A-Odhav,3.0,43.0,400.0,2190,A-Odhav,3.0,45.0,450.0,287.0,0.9231,1.0231,4.65,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a very similar price point (₹45.0L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
579,A-Odhav,3.0,43.0,400.0,415,A-Odhav,3.0,35.7,509.0,259.0,0.8463,0.9463,16.98,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Odhav at a slightly lower price (₹35.7L vs ₹43.0L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
2105,A-Nikol,3.0,200.0,5000.0,609,A-Nava Naroda,3.0,152.0,3180.0,32.0,0.8743,1.0423,24.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a slightly lower price (₹152.0L vs ₹200.0L). This is very similar to your 3BHK property in A-Nava Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2105,A-Nikol,3.0,200.0,5000.0,1844,A-Shela,3.0,239.0,4279.0,64.0,0.8335,0.8695,19.5,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a premium price (₹239.0L vs ₹200.0L). This is very similar to your 3BHK property in A-Shela. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2105,A-Nikol,3.0,200.0,5000.0,802,A-Bopal,3.0,204.99999999999997,940.0,138.0,0.8393,0.8393,2.5,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a very similar price point (₹205.0L). This is very similar to your 3BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1183,A-Nikol,3.0,150.0,2988.0,492,A-Nikol,4.0,130.0,3240.0,251.0,0.8922,0.9922,13.33,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a slightly lower price (₹130.0L vs ₹150.0L). This is very similar to your 4BHK property in A-Nikol. Would you like to renew your package to capture these leads?
1183,A-Nikol,3.0,150.0,2988.0,193,A-Ambali,3.0,169.0,1468.0,14.0,0.8717,0.9577,12.67,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a premium price (₹169.0L vs ₹150.0L). This is very similar to your 3BHK property in A-Ambali. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1183,A-Nikol,3.0,150.0,2988.0,1092,A-Gota,4.0,150.0,2862.0,144.0,0.8534,0.8534,0.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a very similar price point (₹150.0L). This is very similar to your 4BHK property in A-Gota. Would you like to renew your package to capture these leads?
1506,A-Gota,2.0,55.0,1150.0,2316,A-Gota,3.0,55.0,1015.0,94.0,0.9056,1.0116,0.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹55.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1506,A-Gota,2.0,55.0,1150.0,1061,A-Gota,2.0,65.5,1305.0,186.0,0.8934,0.9934,19.09,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a premium price (₹65.5L vs ₹55.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
1506,A-Gota,2.0,55.0,1150.0,1996,A-Gota,2.0,50.0,999.0,87.0,0.8715,0.9845,9.09,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹50.0L). This is very similar to your 2BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1506,A-Gota,2.0,55.0,1150.0,1769,A-Gota,2.0,51.0,1044.0,282.0,0.8769,0.9769,7.27,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹51.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
2292,A-Gurukul ,5.0,390.0,1215.0,611,A-Ellisbridge,4.0,475.0,2940.0,290.0,0.9275,1.0275,21.79,Low,Hi! We're receiving active inquiries for a 5BHK property in A-Gurukul  at a premium price (₹475.0L vs ₹390.0L). This is very similar to your 4BHK property in A-Ellisbridge. Would you like to renew your package to capture these leads?
2292,A-Gurukul ,5.0,390.0,1215.0,180,A-Paldi,5.0,350.0,2574.0,249.0,0.8987,0.9987,10.26,Low,Hi! We're receiving active inquiries for a 5BHK property in A-Gurukul  at a slightly lower price (₹350.0L vs ₹390.0L). This is very similar to your 5BHK property in A-Paldi. Would you like to renew your package to capture these leads?
1091,A-SG Highway,3.0,100.0,1737.0,1441,A-Gota,3.0,91.0,1764.0,75.0,0.994,1.119,9.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-SG Highway at a very similar price point (₹91.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1091,A-SG Highway,3.0,100.0,1737.0,870,A-SG Highway,3.0,115.99999999999999,2610.0,87.0,0.9911,1.1041,16.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-SG Highway at a premium price (₹116.0L vs ₹100.0L). This is very similar to your 3BHK property in A-SG Highway. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1091,A-SG Highway,3.0,100.0,1737.0,1863,A-SG Highway,3.0,125.0,1650.0,99.0,0.9897,1.0907,25.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-SG Highway at a premium price (₹125.0L vs ₹100.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
1091,A-SG Highway,3.0,100.0,1737.0,1113,A-Gota,3.0,89.0,1503.0,32.0,0.9202,1.0882,11.0,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-SG Highway at a slightly lower price (₹89.0L vs ₹100.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1091,A-SG Highway,3.0,100.0,1737.0,2320,A-SG Highway,3.0,110.00000000000001,2169.0,125.0,0.9823,1.0823,10.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-SG Highway at a premium price (₹110.0L vs ₹100.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
184,A-Hirawadi,3.0,85.0,1000.0,231,A-Subhash Bridge,3.0,92.0,1809.0,252.0,0.935,1.035,8.24,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Hirawadi at a very similar price point (₹92.0L). This is very similar to your 3BHK property in A-Subhash Bridge. Would you like to renew your package to capture these leads?
184,A-Hirawadi,3.0,85.0,1000.0,302,A-Shahibaug,4.0,68.0,1215.0,130.0,0.7543,0.8543,20.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Hirawadi at a slightly lower price (₹68.0L vs ₹85.0L). This is very similar to your 4BHK property in A-Shahibaug. Would you like to renew your package to capture these leads?
184,A-Hirawadi,3.0,85.0,1000.0,2071,A-Vejalpur,3.0,90.0,1656.0,101.0,0.7987,0.7987,5.88,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Hirawadi at a very similar price point (₹90.0L). This is very similar to your 3BHK property in A-Vejalpur. Would you like to renew your package to capture these leads?
184,A-Hirawadi,3.0,85.0,1000.0,2100,A-Naranpura,2.0,83.0,900.0,133.0,0.7575,0.7575,2.35,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Hirawadi at a very similar price point (₹83.0L). This is very similar to your 2BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
1998,A-Nava Vadaj,3.0,55.0,1170.0,540,A-Ranip,4.0,65.0,1215.0,3.0,0.9858,1.1828,18.18,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Nava Vadaj at a premium price (₹65.0L vs ₹55.0L). This is very similar to your 4BHK property in A-Ranip. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1998,A-Nava Vadaj,3.0,55.0,1170.0,1122,A-Ranip,2.0,56.0,990.0,25.0,0.9792,1.1542,1.82,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Nava Vadaj at a very similar price point (₹56.0L). This is very similar to your 2BHK property in A-Ranip. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1998,A-Nava Vadaj,3.0,55.0,1170.0,833,A-Nava Vadaj,2.0,65.0,900.0,135.0,0.9508,1.0508,18.18,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Vadaj at a premium price (₹65.0L vs ₹55.0L). This is very similar to your 2BHK property in A-Nava Vadaj. Would you like to renew your package to capture these leads?
1998,A-Nava Vadaj,3.0,55.0,1170.0,706,A-Nava Vadaj,2.0,60.0,1215.0,210.0,0.8449,0.9449,9.09,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Nava Vadaj at a very similar price point (₹60.0L). This is very similar to your 2BHK property in A-Nava Vadaj. Would you like to renew your package to capture these leads?
1902,A-Naroda,2.0,55.0,1278.0,2002,A-Sanand,3.0,56.0,1665.0,13.0,0.8643,0.9513,1.82,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Naroda at a very similar price point (₹56.0L). This is very similar to your 3BHK property in A-Sanand. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1902,A-Naroda,2.0,55.0,1278.0,1365,A-Naroda,2.0,54.0,1305.0,109.0,0.8508,0.9508,1.82,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Naroda at a very similar price point (₹54.0L). This is very similar to your 2BHK property in A-Naroda. Would you like to renew your package to capture these leads?
1902,A-Naroda,2.0,55.0,1278.0,989,A-Changodar,3.0,58.0,1215.0,26.0,0.872,0.946,5.45,High,"Hi! We're receiving active inquiries for a 2BHK property in A-Naroda at a very similar price point (₹58.0L). This is very similar to your 3BHK property in A-Changodar. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1902,A-Naroda,2.0,55.0,1278.0,906,A-Bopal,3.0,63.0,1530.0,34.0,0.8496,0.9156,14.55,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Naroda at a premium price (₹63.0L vs ₹55.0L). This is very similar to your 3BHK property in A-Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1902,A-Naroda,2.0,55.0,1278.0,1836,A-Gota,2.0,60.0,1210.0,150.0,0.8536,0.8536,9.09,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Naroda at a very similar price point (₹60.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
934,A-Shahibaug,3.0,32.0,550.0,1039,A-Shahibaug,3.0,25.0,585.0,288.0,0.9128,1.0128,21.88,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Shahibaug at a slightly lower price (₹25.0L vs ₹32.0L). This is very similar to your 3BHK property in A-Shahibaug. Would you like to renew your package to capture these leads?
934,A-Shahibaug,3.0,32.0,550.0,1408,A-Motera,3.0,25.0,2331.0,291.0,0.7582,0.7582,21.88,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Shahibaug at a slightly lower price (₹25.0L vs ₹32.0L). This is very similar to your 3BHK property in A-Motera. Would you like to renew your package to capture these leads?
867,A-Vaishnodevi,3.0,80.5,1764.0,1590,A-Vaishnodevi,3.0,66.0,1440.0,7.0,0.8602,1.0532,18.01,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Vaishnodevi at a slightly lower price (₹66.0L vs ₹80.5L). This is very similar to your 3BHK property in A-Vaishnodevi. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
867,A-Vaishnodevi,3.0,80.5,1764.0,1167,A-Vaishnodevi,4.0,95.0,2160.0,165.0,0.9093,1.0093,18.01,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vaishnodevi at a premium price (₹95.0L vs ₹80.5L). This is very similar to your 4BHK property in A-Vaishnodevi. Would you like to renew your package to capture these leads?
867,A-Vaishnodevi,3.0,80.5,1764.0,834,A-Vaishnodevi,3.0,85.0,1890.0,165.0,0.8951,0.9951,5.59,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vaishnodevi at a very similar price point (₹85.0L). This is very similar to your 3BHK property in A-Vaishnodevi. Would you like to renew your package to capture these leads?
867,A-Vaishnodevi,3.0,80.5,1764.0,808,A-Vaishnodevi,3.0,85.0,1890.0,165.0,0.8945,0.9945,5.59,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vaishnodevi at a very similar price point (₹85.0L). This is very similar to your 3BHK property in A-Vaishnodevi. Would you like to renew your package to capture these leads?
867,A-Vaishnodevi,3.0,80.5,1764.0,1150,A-Gota,4.0,95.0,2160.0,165.0,0.9218,0.9218,18.01,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vaishnodevi at a premium price (₹95.0L vs ₹80.5L). This is very similar to your 4BHK property in A-Gota. Would you like to renew your package to capture these leads?
